uid,stance,set,distilbert-base-uncased_if,distilbert-base-uncased_as,distilbert-base-uncased_and,distilbert-base-uncased_but,distilbert-base-uncased_when,distilbert-base-uncased_then,bert-base-uncased_if,bert-base-uncased_and,bert-base-uncased_as,bert-base-uncased_when,bert-base-uncased_but,bert-base-uncased_then,bert-large-uncased_as,bert-large-uncased_if,bert-large-uncased_and,bert-large-uncased_when,bert-large-uncased_but,bert-large-uncased_then,roberta-base_as,roberta-base_if,roberta-base_but,roberta-base_and,roberta-base_when,roberta-base_then,xlm-roberta-base_when,xlm-roberta-base_as,xlm-roberta-base_and,xlm-roberta-base_if,xlm-roberta-base_but,xlm-roberta-base_then,roberta-large_as,roberta-large_if,roberta-large_when,roberta-large_and,roberta-large_but,roberta-large_then,xlm-roberta-large_when,xlm-roberta-large_as,xlm-roberta-large_and,xlm-roberta-large_if,xlm-roberta-large_but,xlm-roberta-large_then
273,1,test,0.0059805605560541,0.0044978749938309,0.0232823323458433,0.0015726720448583,0.0116503285244107,1.5004779925220646e-05,0.003629948478192,0.3922908306121826,0.0179480295628309,0.012208854779601,0.0030707139521837,1.35410418806714e-05,0.0188238453119993,0.0004594265774358,0.1032383292913436,0.0156077938154339,0.0081037990748882,2.5064229703275487e-05,4.289662740575295e-07,2.447201552513434e-07,4.638193473738284e-08,1.27268749565701e-05,2.704759936023038e-07,1.1441046998683644e-09,0.1023605167865753,1.7738571841618977e-05,4.464412631932646e-05,1.2726123713946436e-05,1.2629491266125117e-06,7.689185963499767e-07,2.003937515837606e-05,1.2523964869615156e-06,7.686182470934e-06,1.5718829672550783e-05,2.946412109849917e-07,7.311485195060641e-09,0.1368315368890762,6.013990514475154e-06,3.794873919105157e-05,2.3774259716446977e-06,5.267389724394889e-07,4.490267357937228e-08
274,1,test,0.0071344184689223,0.0238197427242994,0.0338925421237945,0.0025284267030656,0.0249769259244203,7.575234576506773e-06,0.0003909725346602,0.003856360213831,0.0042550265789031,0.0006157523021101,0.0001555882190586,4.8393440010841e-07,0.0073089012876152,2.2346910554915667e-05,0.0098502580076456,0.0002544234739616,0.0001683401496848,1.0972189556923697e-06,1.980994056793861e-05,4.527347755356459e-06,2.7297227234157617e-07,1.913251071528066e-05,1.0076510079670696e-05,3.855225860771583e-10,0.0005952776991762,2.384628533036448e-05,0.0002898629463743,8.679683105583536e-07,4.885272574028932e-06,1.4719984164912605e-06,4.707068364950828e-05,9.9669878181885e-06,0.0001151973920059,2.1446703613037243e-05,1.379972673021257e-06,1.2411481620233644e-08,0.0013418179005384,1.4741583072463982e-05,9.982805931940676e-05,3.0694312158630055e-07,2.0559771201078547e-06,8.372109761012325e-08
275,0,test,0.0098452353850007,0.0269142854958772,0.0547444149851799,0.0292049273848533,0.0533532910048961,1.6442794731119648e-05,0.0216695237904787,0.1148486584424972,0.0564928390085697,0.0990368947386741,0.0116479434072971,6.733759164490039e-06,0.0716842487454414,0.01291158888489,0.0072773015126585,0.2694358825683594,0.0113201579079031,8.154687748174183e-06,3.971404680669366e-07,3.609691475503496e-06,2.65248218056513e-06,1.0040718734671827e-05,1.1909398381249048e-05,3.910911150484253e-09,0.0068633002229034,1.182504820462782e-05,0.0001156934013124,3.916541572834831e-06,3.645498873083852e-05,5.879960554011632e-07,5.650683306157589e-06,7.302242011064663e-06,6.350329931592569e-05,1.5620073554600822e-06,8.756658644415438e-06,3.3042297786778363e-09,0.4787968099117279,1.006416914606234e-05,7.435814950440545e-06,3.961747643188573e-05,8.701842489244882e-06,1.499778363722726e-07
276,0,test,0.0088515179231762,0.0314797200262546,0.0259971357882022,0.0118447598069906,0.008540267124772,7.411425758618861e-05,0.0588284432888031,0.0289485715329647,0.0037424832116812,0.0077665727585554,0.0081111937761306,5.178648279979825e-05,0.007281869649887,0.0144146922975778,0.0508981496095657,0.002468399470672,0.0024360336828976,4.085042382939719e-05,1.033411194839573e-06,1.6572435924899764e-05,5.238326821199735e-07,7.630491722920851e-07,9.725462035703458e-08,4.7451941043163976e-08,0.051993791013956,2.5180704597005388e-06,1.825136109800951e-06,8.305019036924932e-06,7.85643351264298e-07,4.059088709595926e-08,5.582108997259638e-08,9.024201972351876e-07,1.7652756412189777e-07,3.030624640132373e-08,2.9963228342921866e-08,7.073013841285556e-10,0.0210224632173776,4.686749434767989e-06,1.0789351108542178e-05,1.894456204354356e-06,2.3286036139325006e-06,3.9212732616533685e-08
277,0,test,0.1543648093938827,0.0096357502043247,0.0026420555077493,0.0009152996935881,0.0275195371359586,1.6375172435800778e-06,0.0437146238982677,0.0828685611486435,0.0261058341711759,0.0044269138015806,0.0019158851355314,1.090791920432821e-05,0.0021028241608291,0.3048945367336273,0.004751703236252,0.0269877351820468,0.0003607512917369,2.42170585806889e-06,1.7473234947829044e-07,7.927770639071241e-06,2.905730767110981e-08,2.2256193688008357e-07,6.948533837203286e-07,4.9220905129487846e-11,0.1745854765176773,6.21277990831004e-07,3.115046411039657e-06,2.0227435015840456e-06,1.7870260649033298e-07,1.5033974065659095e-08,9.091715469367044e-08,1.854862006211988e-07,8.350736493412114e-07,1.8812627899933432e-08,1.699910079366873e-08,1.8345226726612646e-10,0.0268859453499317,6.540540766764025e-07,1.4456118435646206e-07,3.82492885364627e-07,1.2665245741061426e-08,8.301948573041782e-10
278,0,test,0.1079172119498252,0.0108276009559631,0.0368076413869857,0.0227406993508338,0.0213425271213054,8.78011342138052e-05,0.0152082322165369,0.0673368796706199,0.011718419380486,0.0032805746886879,0.0170471016317605,5.591333683696576e-05,0.0083107445389032,0.1403973400592804,0.0361109785735607,0.0201260205358266,0.0189764481037855,4.025595262646675e-05,6.874910013721092e-06,3.885806108883116e-06,2.323046373930993e-06,9.32900820771465e-06,2.9541149615397444e-07,1.9057772249198024e-08,0.0022222071420401,6.316571443676366e-07,5.677085937350057e-06,5.205270525721063e-08,9.211972610501109e-06,4.95613733164646e-07,1.4658991176474956e-06,2.841449884272152e-07,2.9088009796396364e-06,2.526803939417732e-07,6.155693910159243e-08,1.5285946952658942e-09,0.0109747424721717,6.334332169899426e-07,3.519123481510178e-07,3.042946445930284e-07,1.745218725091036e-07,1.1046321191088282e-08
279,1,test,0.0533262304961681,0.0617907606065273,0.0082826595753431,0.0053450562991201,0.0091307628899812,3.3902772429428296e-06,0.0110816741362214,0.0035441999789327,0.0335155315697193,0.0020015232730656,0.0018021011492237,2.1779537746624555e-06,0.1203497275710105,0.0215527154505252,0.0024407766759395,0.0064220037311315,0.0011969550978392,2.262285534015973e-06,1.950206296896795e-06,9.401777134598889e-08,2.559375218424975e-07,7.460861439767541e-08,1.4607434195568208e-07,6.328949586631436e-10,0.0109480787068605,5.169348241906846e-06,1.1411569857955328e-06,8.302512810587359e-07,1.0788606914502452e-06,9.864547401150505e-09,7.807600013620686e-06,2.680690840861644e-06,2.910861439886503e-06,1.91504241797702e-07,7.648325663467404e-06,5.0806110429846285e-09,0.0085308831185102,5.223755579208955e-06,7.806354460626608e-07,8.547837637706834e-07,1.985983146823856e-07,1.932928928027877e-09
280,0,test,0.1800909489393234,0.0373779162764549,0.0515292100608348,0.0360063053667545,0.002613226417452,0.0003659303183667,0.0050918897613883,0.1706171333789825,0.0184366349130868,0.0008370239520445,0.0355005897581577,0.0001823035709094,0.0031425242777913,0.0007992920582182,0.1090052351355552,0.0002466454170644,0.1755142211914062,2.538775333960075e-05,9.030935871123802e-06,4.031470837162489e-07,4.985183295502793e-06,1.967985008377582e-05,5.94764486550048e-08,2.0962870550533808e-08,0.005365596152842,6.835805834271014e-06,9.915850387187676e-05,6.674624728475465e-07,4.5192802645033225e-05,6.53011284157401e-07,3.5961061257694382e-06,2.410170282018953e-06,1.3142315538061666e-06,2.0849387510679666e-05,2.3607974071637727e-05,7.654736577933363e-08,0.0035226568579673,2.0808297449548263e-06,3.707289215526544e-05,7.149769771785941e-07,7.792599717504345e-06,1.5772235073541196e-08
281,1,test,0.203000858426094,0.0096090789884328,0.0455067344009876,0.0093982135877013,0.0422715246677398,0.0001400203473167,0.0126851508393883,0.0242596790194511,0.0153793720528483,0.0023697207216173,0.0013415807625278,3.243247920181602e-05,0.0838115885853767,0.0048154261894524,0.0167535599321126,0.002784936921671,0.0016609994927421,2.3943837277329294e-06,5.783161668659886e-06,1.7647698768996636e-07,3.2831212593009695e-07,2.456335437273083e-07,2.5828327920862648e-08,3.3031183344078835e-10,0.0123532647266983,4.614010777004296e-06,1.0727610060712324e-05,1.0645949259924237e-06,3.465648887868156e-06,3.3415238931411295e-07,6.618456609430723e-06,7.506673682655673e-07,3.093132647791208e-07,3.7329232327465444e-07,2.922681971995189e-07,1.2316156983160904e-09,0.0019848279189318,6.480541742348578e-06,8.247889127233066e-07,2.5948072135406626e-08,3.392708833871439e-07,4.3795309601080135e-09
282,1,test,0.2093087285757064,0.0724201947450637,0.0065243043936789,0.0253054853528738,0.0035216123796999,2.312606557097752e-05,0.0480636991560459,0.0199927370995283,0.0660022497177124,0.0031904485076665,0.0217311345040798,4.92949147883337e-05,0.0436824038624763,0.2025480568408966,0.0128676863387227,0.0107927238568663,0.0105937588959932,1.4902829207130708e-05,5.160570708540035e-06,2.465391662553884e-05,2.096032403642312e-06,3.2849700346559985e-06,1.2560044524434488e-06,9.763075681235024e-09,0.0160056557506322,8.065931979217567e-06,5.151917321200017e-06,2.311573189217597e-05,8.482613338856027e-06,1.1020354406809929e-07,1.416947043253458e-06,2.4996985303005204e-05,9.934583431459032e-06,3.3777885732888535e-07,1.683506383187705e-07,6.300334920439354e-09,0.0133076021447777,3.0423948373936582e-06,7.47356352803763e-07,1.168646690530295e-06,7.264933969963749e-07,1.17987486447646e-09
283,1,test,0.162749096751213,0.029252890497446,0.0060567054897546,0.0017348713008686,0.0236644223332405,6.3474144553765655e-06,0.1206402331590652,0.0116530042141675,0.0766599774360656,0.0150490757077932,0.0010304114548489,1.622879244678188e-05,0.0173531286418437,0.5230622291564941,0.0088067008182406,0.0407956652343273,0.0005692007252946,9.12350969883846e-06,8.934267725635436e-07,1.059354417520808e-05,1.2707258179034397e-07,1.1337597527472101e-07,2.5117758468695683e-06,2.4396014097760603e-09,0.0422144085168838,6.910914635227528e-06,2.333226802875288e-06,3.649779273473541e-06,1.6561979236939806e-06,4.731455405249108e-08,2.131110886693932e-05,4.17336968894233e-06,1.2023920135106891e-05,5.3251710596669e-06,5.65416712561273e-06,3.5811920096051604e-09,0.0352533794939518,6.194918114488246e-06,1.3392237860898604e-06,3.8920461520319805e-06,2.424344529572409e-07,6.019722942340877e-09
284,1,test,0.1116369441151619,0.0501998886466026,0.020117400214076,0.0072712539695203,0.0020331460982561,3.6133304092800245e-05,0.0043509826064109,0.0085451118648052,0.0427220985293388,0.0003312563640065,0.0032483099494129,1.4670288692286704e-05,0.022738866508007,0.0006429735803976,0.0076115923002362,0.0003704092814587,0.0018421608256176,8.18142871139571e-06,2.496631850590348e-06,3.048187124932156e-07,7.099827143974835e-06,2.4045770260272548e-05,1.3761214177065997e-06,7.560389647665033e-09,0.0031733335927128,4.319727304391563e-05,0.0001602776901563,1.7108966403611705e-06,8.538333349861205e-05,2.588305108019995e-07,1.204362888529431e-05,5.241036546976829e-07,2.843996469437116e-07,2.08533788281784e-06,1.097174276765145e-06,4.339021142385491e-09,0.0003112749545834,4.760133833769942e-06,3.283353862570948e-06,4.4503028817644015e-08,3.762242783977854e-07,2.0397056488263843e-08
285,1,test,0.108155570924282,0.0225782394409179,0.0097475778311491,0.0091781644150614,0.0041644913144409,3.129719334538095e-05,0.0006698270444758,0.0599621422588825,0.0061178151518106,0.0004287762276362,0.010956548154354,2.659267738636117e-05,0.0007201832486316,7.147200813051313e-05,0.0300303250551223,0.0001215829761349,0.0021659506019204,2.948919245682191e-06,7.112797106856306e-07,2.3737582566241144e-08,1.881334696918202e-07,8.678496214997722e-07,9.615357399184177e-09,3.4027392015190117e-10,0.0036050034686923,8.343395165866241e-07,4.276634172128979e-06,8.025968440961151e-07,9.145551302935928e-06,3.164599320371053e-06,2.5480658223386854e-06,1.201973276465651e-07,1.7675530727956357e-07,2.143405072274618e-05,2.703910013224231e-06,9.40654043546374e-09,0.0004666200547944,1.3945787941338494e-05,8.442112448392436e-05,2.790661994822585e-07,1.216331475006882e-05,1.1553962622201652e-06
286,1,test,0.0642476677894592,0.0825720578432083,0.0318813063204288,0.0293707866221666,0.0017559243133291,0.0001840890472522,0.0167634468525648,0.0162830259650945,0.1328563094139099,0.0020150514319539,0.0091367196291685,3.5391600249568e-05,0.0830603316426277,0.0083526326343417,0.0108196195214986,0.001506183296442,0.0064122769981622,2.29924226005096e-05,1.1192811143700965e-05,3.857018327835249e-06,1.4414823681363489e-06,3.72973590856418e-06,1.5785303730808664e-06,9.323263938654236e-09,0.0119776921346783,1.3424340068013407e-05,2.124826278304681e-05,3.7650765989383217e-06,3.6248762626200914e-05,1.785824110811518e-07,4.421047833602643e-06,2.787607627396937e-06,2.877455074212776e-07,5.226704615779454e-06,4.251582595315995e-06,3.778330537329566e-09,0.0016044618096202,5.470220003189752e-06,1.3887027989767375e-06,2.292667886649724e-07,5.270881047181319e-07,1.2057240539320446e-08
287,1,test,0.044131614267826,0.0673053190112114,0.017535151913762,0.011961561627686,0.0011645780177786,4.2531773942755535e-05,0.016146807000041,0.0071769338101148,0.0808062180876731,0.0013754051178693,0.0045406250283122,1.059795613400638e-05,0.0518209561705589,0.0024998930748552,0.0047628260217607,0.0004013184516225,0.0030318312346935,5.969010089756921e-06,2.1570509488810785e-05,6.93636548021459e-06,2.3296747713175137e-06,8.421024176641367e-06,1.0777582701848587e-06,7.719532568728482e-09,0.011508448049426,3.477953941910528e-05,2.834143924701493e-05,6.021547505952185e-06,2.99182011076482e-05,2.2145096068015849e-07,2.866200884454884e-05,5.513249107025331e-06,7.71053521475551e-07,1.0671304153220262e-05,6.945751465536887e-06,1.9878951817986493e-08,0.0008916016668081,1.0101425687025769e-05,1.4811004120929283e-06,1.577705290856102e-07,4.355619012130774e-07,1.81810317911868e-08
288,1,test,0.1820333302021026,0.0405431352555751,0.0160627923905849,0.0190721172839403,0.0087690996006131,1.988704389077612e-05,0.0186487175524234,0.0341885834932327,0.0494274049997329,0.0009162449277937,0.0155809326097369,1.3436349036055615e-05,0.1994395852088928,0.0484527274966239,0.0216106437146663,0.0023872989695519,0.0049268389120697,7.061173619149486e-06,3.87597901863046e-06,4.024874942842871e-05,4.348639322415693e-06,3.522787437759689e-06,5.140980192663847e-07,3.0312694576650756e-09,0.0092968167737126,1.906415150187968e-06,1.0198395102634096e-05,1.6830603044581949e-06,0.000170364844962,3.252434339628963e-07,3.891218511853367e-06,6.697950993839186e-06,5.992491765027808e-07,8.309185517418882e-08,4.843288365918852e-07,6.577388633743906e-10,0.0902478471398353,5.200350642553531e-06,6.00342582401936e-06,2.772472726064734e-06,2.007959892580402e-06,4.0629846154160993e-08
289,1,test,0.2339146137237548,0.0291563365608453,0.0044447435066103,0.0028583745006471,0.0474189668893814,7.886245839472394e-06,0.0744873434305191,0.0388156436383724,0.1190760806202888,0.0246094167232513,0.0019705921877175,1.2484432772907894e-05,0.2268107086420059,0.0254915934056043,0.0261935461312532,0.0075139445252716,0.0018056930275633,5.690467787644593e-06,7.600009666930418e-06,3.213245918232133e-07,2.4508731257810723e-06,3.4373542803223245e-06,1.4870094844354753e-07,3.32982375006452e-09,0.0103333992883563,1.2289975757084903e-06,3.096542968705762e-06,2.163212229788769e-06,7.953646672831383e-06,2.604666349270701e-07,4.532212642516242e-06,4.710293524112785e-06,1.2460768630262464e-06,1.1237029866606465e-06,1.966000809261459e-06,3.107068158314518e-09,0.0254106353968381,8.554939995519817e-06,7.888970685598906e-06,3.985219620972202e-07,3.487671449420305e-07,3.653290292504608e-08
290,0,test,0.1605013161897659,0.0525181852281093,0.0472932197153568,0.0309328790754079,0.0029190587811172,0.0003034590918105,0.0170540567487478,0.1738072782754898,0.0409600175917148,0.0009127630037255,0.0147221973165869,8.045040885917842e-05,0.0056506129913032,0.0051154592074453,0.2343027740716934,0.0006974029238335,0.0384218394756317,7.016815652605146e-05,2.685999788809568e-06,1.9869442269282445e-07,2.660566678969189e-06,1.6774840332800522e-05,2.6790129226128563e-08,4.119150887049727e-08,0.0158281698822975,2.1953744635538897e-06,2.8522879802039824e-05,8.518050890415907e-06,4.2984513129340485e-05,7.176855660873116e-07,2.82238443105598e-06,2.151008828832346e-07,2.964405894090305e-07,6.706976364512229e-06,5.4880210882402025e-06,1.0106295889045216e-07,0.0137948524206876,2.5971087325160624e-06,1.2026650438201614e-05,1.1743433105948498e-06,2.0043805761815747e-06,1.6048046447281198e-08
291,0,test,0.1264836341142654,0.0012870783684775,0.0014350552810356,0.0021055417601019,0.009404607117176,2.298766776220873e-05,0.3925733566284179,0.0019091760041192,0.0009742151596583,0.035142607986927,0.0006457712734118,7.519199698435841e-06,0.0011603917228057,0.1455622613430023,0.0013262026477605,0.0217293016612529,0.0004820488102268,1.1740621630451642e-05,8.764819980910943e-09,6.97658379067434e-07,3.5868050751730603e-09,7.288416536965769e-09,1.432854901395331e-07,9.147817919830104e-11,0.0165006220340728,5.747175464421161e-07,2.0245410325969723e-07,1.8454782548360527e-05,5.183232687500095e-08,1.1683619405289392e-08,1.397681970161102e-08,2.665846920990589e-07,2.562742054124101e-07,1.4683834592688072e-08,3.168740603243236e-09,8.837956755325392e-11,0.0044371499679982,2.7713783268268344e-08,5.313417261731958e-08,1.8276450930443389e-07,7.595829742967908e-09,5.155635363074396e-10
292,1,test,0.0588005110621452,0.0341863520443439,0.0405128672719001,0.0325462035834789,0.0117803523316979,9.277727804146708e-05,0.4170565903186798,0.0434216260910034,0.0474651418626308,0.030584804713726,0.0097281588241457,9.755764767760412e-05,0.1450381726026535,0.2667230367660522,0.0179584566503763,0.0437316857278347,0.0079546282067894,2.713328467507381e-05,4.674057436204748e-06,4.8543674893153366e-06,1.687438953013043e-07,6.288698841672158e-07,2.985150899803557e-07,1.0014873375041587e-09,0.0193591546267271,8.829810212773737e-06,1.835831062635407e-05,3.620430788942031e-06,5.9128774410055485e-06,6.451921308325836e-07,2.4599730750196613e-06,4.569107204588363e-06,5.165400693840638e-07,9.827138569562521e-08,5.723379459254829e-08,2.6870281000235247e-10,0.1535807400941848,2.2414533304981887e-06,1.4564288903784472e-06,4.509451173362322e-06,1.0863460175869477e-07,1.5498148542292256e-08
293,1,test,0.2204613238573074,0.0352607257664203,0.0202045328915119,0.0402158983051776,0.0216402560472488,9.834209049586208e-05,0.0376440472900867,0.0170416627079248,0.0877272635698318,0.0058597899042069,0.0032447406556457,1.9946504835388623e-05,0.2454121559858322,0.0131406830623745,0.01017642673105,0.0067773456685245,0.0071690906770527,4.800101578439353e-06,4.784290285897441e-05,6.732744282089698e-07,7.105951681296574e-06,1.6005318457246176e-06,1.6242974254510045e-07,3.0955824015244104e-10,0.0105163771659135,1.407502259098692e-05,1.3947602383268531e-05,1.2211104376547155e-06,1.896517278510146e-05,2.2837977553535893e-07,1.1912726222362837e-05,2.4341596827071044e-07,1.5541435516297497e-07,2.084812962266369e-07,1.5331394820350397e-07,6.084946435613856e-10,0.0093417577445507,1.9751365471165627e-05,1.3186834166845074e-06,1.654080676871672e-07,2.608565523587459e-07,2.5565098482616122e-08
294,1,test,0.0112818023189902,0.0075481799431145,0.1087719798088073,0.164719209074974,0.0011966332094743,0.0002618892176542,0.0135960904881358,0.0687815248966217,0.0156088210642337,0.0005957692628726,0.0428851246833801,2.241969923488796e-05,0.0226906053721904,0.0041569382883608,0.17420594394207,0.0005555303068831,0.0271423161029815,1.9767245248658583e-05,1.4216511772247031e-05,2.7103112643089844e-07,5.876308478036663e-06,5.324048288457561e-06,2.50108236343749e-08,8.94808782625489e-10,0.0020753284916281,3.68899918612442e-06,9.483431313128676e-06,3.378970063749876e-07,2.80003860098077e-05,4.324965630075894e-08,1.8924662299468764e-06,3.086009314756666e-07,1.0482129653155425e-07,1.1254829814788536e-06,1.3704594721275498e-06,9.72508074070788e-10,0.0005148833733983,1.5628636447218014e-06,1.9462027012195904e-06,8.667865536438057e-09,4.501983141835808e-07,7.350427488894693e-10
295,1,test,0.0504083819687366,0.0435641184449195,0.0687348321080207,0.0274722967296838,0.0078557813540101,4.683181396103464e-05,0.0019070497946813,0.1012475490570068,0.0356790795922279,0.0007609674939885,0.0264020804315805,1.6083498849184252e-05,0.243089273571968,0.0024742297828197,0.1325595527887344,0.0015575198922306,0.006441552657634,6.285337804001756e-06,9.056294402398636e-06,1.8920811584166586e-08,1.0088256203744097e-05,0.000149489074829,2.132026963863609e-07,7.64239171946457e-10,0.0124691389501094,6.1208652368804906e-06,2.521052010706626e-05,5.821815420858911e-07,1.7721042240737006e-05,7.239785304591351e-07,1.011061976896599e-05,1.5269229436398748e-07,3.600063791964203e-06,3.044364893867169e-05,9.606562343833502e-06,4.691547594859457e-09,0.0065239858813583,2.436438262520824e-05,0.0001154374986072,6.600770774412015e-08,3.3041851565940306e-06,9.606080908497461e-08
296,0,test,0.1368798315525055,0.0766395255923271,0.0155769037082791,0.0230642855167388,0.0257741548120975,2.4741002562223e-05,0.0077415290288627,0.077009417116642,0.0664856806397438,0.0025169141590595,0.0136202722787857,2.250307625217829e-05,0.0598169192671775,0.0139918765053153,0.0950231999158859,0.00399075075984,0.0431654900312423,1.6374313418054953e-05,2.319339500900241e-06,1.950715613929788e-06,7.330194421228953e-06,2.6878699372900883e-06,2.2264446215558564e-06,3.748754195953552e-09,0.0100242393091321,2.984161540098285e-07,1.0756057235994376e-06,3.391264158381091e-07,3.001001459779218e-06,9.308866566470897e-09,3.347466872583027e-06,1.0204836371485726e-06,1.5267409025909728e-06,1.6997302054733154e-06,2.2291464119916785e-05,2.6373943029511793e-09,0.0336385443806648,3.2815648864925606e-06,8.579238510719733e-07,1.598550625203643e-06,3.879778432747116e-06,1.0654320981018373e-08
297,0,test,0.0391575582325458,0.0210149809718132,0.0313889347016811,0.0502712689340114,0.005391807295382,8.506047743139789e-05,0.0188778229057788,0.0158074665814638,0.0307976771146059,0.0075207576155662,0.0448586270213127,1.7913322153617628e-05,0.0335217788815498,0.0027183888014405,0.0339415147900581,0.0018318649381399,0.2712123692035675,1.558206531626638e-05,2.316786321898689e-06,1.9554158825485501e-07,5.662926014338154e-06,2.5826793716987595e-06,4.578641892294401e-07,1.4496279732156836e-08,0.0087923221290111,2.0772963580384385e-06,7.004119197517866e-06,1.1925087619601982e-06,1.655723826843314e-05,4.026222200081976e-08,9.686672456155064e-06,4.502742854128883e-07,5.952416358923074e-06,1.989032534766011e-05,0.0002728514955379,4.472901338203884e-08,0.0039945868775248,2.5637842554715465e-05,2.654386116773821e-05,2.4133439637807896e-06,0.0001348965306533,8.54097237379392e-08
298,1,test,0.0062313131056725,0.058671548962593,0.0633265450596809,0.0110703809186816,0.0006640622741542,0.0001108138749259,0.0055622882209718,0.0717231333255767,0.0170221123844385,0.0001437868777429,0.0158420708030462,2.4847638997016475e-05,0.1125801876187324,0.0042056245729327,0.0985648706555366,0.002207807265222,0.0442338027060031,5.456842336570844e-05,1.164470722869737e-05,1.0776944918688969e-06,3.53321447619237e-05,5.509915354195982e-06,5.088401167085976e-07,6.8723653434688e-09,0.0303576979786157,2.5516548703308217e-05,0.0002498125249985,1.2732427421724424e-05,0.0003805787710007,1.9198905647499487e-06,1.7029386071953923e-05,3.1531976674159523e-06,2.13034786611388e-06,1.463646549382247e-05,9.729112935019656e-05,6.6392478181853676e-09,0.030773451551795,1.843890640884638e-05,1.972599420696497e-05,1.9329474980622763e-06,3.7252160836942494e-05,1.251637087307245e-07
299,0,test,0.0191206820309162,0.069702997803688,0.0472850985825061,0.0119433794170618,0.002016230719164,2.292904537171125e-05,0.0007536471821367,0.0067774513736367,0.0051702577620744,0.0001677547115832,0.0019737281836569,1.0142716746486258e-05,0.0892247706651687,0.0009020986035466,0.0303608160465955,0.0004296535917092,0.0061617773026227,2.8408985599526204e-06,2.3710736059001647e-05,5.526464974536793e-07,8.832214371068403e-05,8.333019650308415e-06,6.828915388723544e-07,5.985703044331103e-09,0.0082758031785488,1.1491243640193716e-05,1.7204727555508725e-05,1.2201508070575071e-06,3.4318934467592044e-06,3.3283708233966536e-08,9.014377724270162e-07,5.868763608418705e-08,5.942480584053556e-06,1.1643603102129418e-05,0.0006378860562108,1.0875146116973156e-08,0.0026172394864261,3.480328086880036e-05,1.825787876441609e-05,4.126764849843312e-07,2.9016289772698656e-05,2.182680560736117e-07
300,1,test,0.1127757281064987,0.045857023447752,0.0160241536796093,0.004917946178466,0.0133020607754588,2.1792844563606195e-05,0.0021458885166794,0.0481757186353206,0.1654951721429824,0.0005822441307827,0.0062487670220434,1.1590670510486234e-05,0.2842943966388702,0.0024734176695346,0.0021101916208863,0.0008243297925218,0.0005091372877359,4.427685666996696e-07,2.657497861946468e-05,3.091490953011089e-06,6.504195653178613e-07,2.361179667786928e-06,1.5860246094234753e-07,9.394742761514863e-10,0.0076555055566132,2.4163731723092496e-05,2.912179479608312e-05,5.43798796570627e-06,7.562581686215708e-06,1.624615606488078e-07,1.58439561346313e-05,4.249257472110912e-06,1.5209914181468775e-06,1.2995542419957928e-06,1.6632017150186584e-06,4.706184331126906e-09,0.001457194215618,9.601229066902306e-06,7.357302820309997e-07,7.204545227068594e-08,3.9344766378235363e-07,2.740007110091368e-09
301,1,test,0.3131420910358429,0.0379905477166175,0.0145353265106678,0.0095076281577348,0.0090987514704465,1.7588037735549733e-05,0.0505355447530746,0.0238022394478321,0.0969667732715606,0.0048918360844254,0.0051519959233701,1.276566217711661e-05,0.1813084334135055,0.011519824154675,0.0159973241388797,0.0015293011674657,0.0019890209659934,3.7494937714654952e-06,3.435796088524512e-06,1.593353431417199e-06,1.974284032257856e-06,2.146128736058017e-06,2.913946843818849e-07,8.091549652533558e-09,0.0229717083275318,2.220281430709292e-06,7.972636922204401e-06,1.8999696749233408e-06,3.885641945089446e-06,4.861297142610965e-08,6.741262950527016e-06,2.363499618240894e-07,2.643633649768163e-07,1.4959218788135331e-06,1.5709932768004364e-06,4.672166209473971e-09,0.0262577068060636,1.6395180182371405e-06,1.1878673831233757e-06,7.949450946398429e-07,6.366909133248555e-07,5.138756531408717e-09
302,1,test,0.163597747683525,0.0629261285066604,0.0319586433470249,0.0184358227998018,0.0261429566890001,4.321627056924626e-05,0.0669765844941139,0.0265712849795818,0.1736407279968261,0.0096162026748061,0.0047751883976161,1.0190837201662362e-05,0.4929696917533874,0.0062576383352279,0.0166936889290809,0.0030648324172943,0.0089148124679923,5.55446740690968e-06,1.6993144527077675e-05,6.563973897755204e-08,2.8126655706728343e-06,9.78318894340191e-07,7.878067975752856e-08,3.6433911443367606e-10,0.011434600688517,1.6297823094646446e-05,1.946624615811743e-05,2.090422867695452e-06,3.004094651259948e-06,1.414957466749911e-07,7.723627277300693e-06,3.275781921274757e-07,1.540802259114571e-07,3.537873283221416e-07,3.859107948755991e-07,7.45915718081136e-10,0.0124740898609161,4.165890175045206e-07,1.3740642543780268e-06,1.9267490714014457e-08,2.29844641097543e-08,4.279996801415109e-09
