uid,stance,set,distilbert-base-uncased_because,distilbert-base-uncased_since,distilbert-base-uncased_for,distilbert-base-uncased_with,distilbert-base-uncased_so,bert-base-uncased_because,bert-base-uncased_since,bert-base-uncased_for,bert-base-uncased_with,bert-base-uncased_so,bert-large-uncased_because,bert-large-uncased_since,bert-large-uncased_for,bert-large-uncased_with,bert-large-uncased_so,roberta-base_because,roberta-base_since,roberta-base_for,roberta-base_with,roberta-base_so,xlm-roberta-base_because,xlm-roberta-base_since,xlm-roberta-base_for,xlm-roberta-base_with,xlm-roberta-base_so,roberta-large_because,roberta-large_since,roberta-large_for,roberta-large_with,roberta-large_so,xlm-roberta-large_because,xlm-roberta-large_since,xlm-roberta-large_for,xlm-roberta-large_with,xlm-roberta-large_so
725,1,train,0.0005737172323279,0.0007473889854736,0.0005892792250961,0.0010047822725027,0.0003376195381861,0.001752127893269,0.0002460880496073,0.0001220652411575,0.0003749247116502,8.095799421425909e-05,0.0004843173664994,0.000118510411994,9.423559276910964e-06,2.1825988369528204e-05,0.0001123796173487,7.471281833204557e-07,1.594620471223607e-07,4.895301799479057e-07,9.807602907585533e-08,2.154223693651147e-06,0.0029696801211684,0.0003657270572148,7.744649337837473e-06,2.1216688764980063e-05,2.224362651759293e-05,1.4692724107590038e-05,9.396004543305024e-07,8.521972631569952e-06,6.593591024284251e-06,1.0351564014854375e-05,0.0025180203374475,0.0004164009587839,4.128069974740356e-07,7.795454166625859e-07,1.1263891792623326e-06
726,0,train,0.0944094732403755,0.0178685970604419,0.0002166189806303,0.0003460094740148,0.0046914322301745,0.0082664852961897,0.001615893561393,1.6855741705512628e-05,2.02602896024473e-05,5.531224815058522e-05,0.0009589999681338,0.0001779945014277,4.797338988282718e-06,5.313204383128323e-06,0.0003938877780456,6.349167961161584e-05,1.177887952508172e-05,4.117659955227282e-07,8.08172799793283e-08,3.7672773032682016e-05,0.3932166993618011,0.032085683196783,7.779944439789688e-07,2.0220945771143306e-06,9.261650120606646e-06,0.0001686632895143,1.0559304428170437e-05,3.2210816698352573e-06,3.099740752077196e-06,1.0678329999791458e-05,0.4201022982597351,0.0439221486449241,1.0134790073834665e-07,1.4105641810147065e-07,1.816712710933644e-06
727,1,train,0.0056772818788886,0.0001256735413335,0.0005804392276331,6.59511424601078e-05,0.0064023374579846,0.000846265698783,6.952701824047836e-06,3.351261511852499e-06,5.120729724694684e-07,6.694997864542529e-06,0.0005098048713989,1.515915573691018e-05,3.647388075478375e-05,6.211783784237923e-06,5.636698188027367e-05,9.07564663066296e-06,1.270670821895692e-07,3.8795647583356185e-08,6.491074788783635e-09,2.7575310014071874e-05,0.0105392271652817,2.863499685190618e-05,2.143326724990402e-07,4.529571526745713e-07,4.602609351422871e-06,0.0002293711149832,4.232524020153505e-07,1.489041551394621e-06,1.0472155764773561e-07,0.0002352206502109,0.0995874255895614,0.0007311635417863,3.515993114433513e-07,1.1240189934369485e-07,3.106526378360286e-07
728,1,train,0.004580560605973,0.0045587555505335,0.0002703997597564,7.972348248586059e-05,0.0018662806833162,0.0030156809370964,0.0010643012356013,3.801592902163975e-05,1.7238513464690186e-05,0.0001318300637649,0.0020782486535608,0.000381730555091,1.823645834519993e-05,5.702612270397367e-06,5.1250292017357424e-05,5.859714656253345e-05,1.7888487491291016e-06,2.4598395498287573e-07,5.1189651628646984e-08,2.269298056489788e-05,0.0142558440566062,0.0043012667447328,5.047533591095998e-07,5.752382890023e-07,3.707652695084107e-06,0.0003531098773237,8.597127816756256e-06,8.569847409489739e-07,1.3410803489932732e-07,1.3321940059540792e-05,0.1743368208408355,0.0397638417780399,1.9989593056379817e-06,7.344481218751753e-07,9.87968178378651e-07
729,1,train,0.0051906085573136,0.0018907134654,0.0005554982344619,0.0003669790166895,0.0023054953198879,0.0002693686401471,8.376696496270597e-05,2.1855772502021864e-05,3.593041037674993e-05,3.694192855618894e-05,0.0005988683551549,8.790483843768016e-05,2.5758859919733368e-05,1.859567782958038e-05,3.084123454755172e-05,1.099406654248014e-05,1.2953823897987604e-06,1.0226367521681825e-06,4.93252059641236e-07,7.86011150921695e-05,0.0182269029319286,0.0007678723777644,1.594622403899848e-06,4.802560852112947e-06,6.6967941165785305e-06,0.0001994405174627,8.214797162509058e-06,7.73110912177799e-07,7.621563895554573e-07,5.241024155111518e-06,0.0214638542383909,0.0071931113488972,1.4822752518739437e-06,2.600015704956604e-06,1.7567156191944375e-06
730,1,train,4.617173908627592e-05,1.3183363080315758e-05,0.000160654715728,0.0001355756394332,0.0010874607833102,1.60619783855509e-05,2.53993721344159e-06,6.348967872327194e-06,1.0247657883155624e-05,0.0010717881377786,3.0210796467144974e-05,6.878758995298995e-06,1.2888808669231366e-05,6.091180694056675e-06,0.0039531379006803,1.76799446194309e-08,2.4644192242462277e-10,2.4458170599928053e-08,1.5739962222482973e-08,4.867406460107304e-06,0.0002767748082987,2.3960890757734887e-05,1.697039522241539e-07,9.244827197107952e-07,1.0060308341053316e-05,1.1784665687741835e-08,3.0810218265564515e-10,2.200449245037817e-07,1.1467282234889353e-07,2.811627837218112e-06,4.123329927097075e-05,1.9938502191507723e-06,5.230315025528398e-08,5.892008303476359e-08,1.2519327583504491e-06
731,0,dev,0.0031197112984955,0.0043965014629065,0.0018057752167806,9.248874994227664e-05,0.0034926750231534,0.0022120457142591,0.0023648939095437,0.0003783909487538,7.634079520357773e-05,0.0008066155714914,0.0031646804418414,0.0013309844071045,0.0001169791648862,4.626132431440056e-05,0.0004852705751545,6.644403583777603e-06,4.977355843038822e-07,4.7176619943911646e-08,1.550219330681557e-08,4.493108281167224e-05,0.0074220797978341,0.0023862889502197,6.211736831573944e-07,3.296374302408367e-07,2.5903925688908203e-06,2.0374302494019503e-06,7.137739288509692e-08,7.59003100370137e-08,1.332462886693975e-07,1.5977655493770726e-05,0.004530175589025,0.0007236849050968,1.337307367066387e-07,5.7583612544931384e-08,1.430109591638029e-06
732,0,train,0.0152864204719662,0.0067847054451704,0.000501537520904,0.0001729535433696,0.0088603757321834,0.0003262626996729,0.0001317672431468,3.1689804018242285e-05,2.6281717509846203e-05,0.000708800391294,0.0030430152546614,0.0007420955225825,4.810317841474898e-05,0.0001236358948517,0.0004980664816685,2.6058546609419864e-06,7.158753589919797e-08,4.1834887554159656e-08,4.587508684039676e-08,8.84343680809252e-05,0.0163934100419282,0.0023504782002419,6.550004059135972e-07,6.230300186871318e-07,3.951712187699741e-06,2.6430450816405937e-05,3.661907896912453e-07,1.9138695961373744e-07,8.16851510876404e-08,6.568509706994519e-05,0.0176459085196256,0.0023825452663004,1.5809749243089757e-07,1.972702960983952e-07,1.8566103676676e-07
733,1,train,0.0031501248013228,0.0007105878321453,0.0014406143454834,0.0002414301125099,0.0010829492239281,0.0017680117161944,0.0003582040662877,0.0001435136218788,5.6136035709641874e-05,4.875798913417384e-05,0.0244782641530036,0.0016994070028886,0.0001927981793414,0.0003115952422376,1.1340289347572252e-05,1.276015700568678e-05,5.029672820455744e-07,5.214222653648905e-08,2.2597726001549745e-07,0.0001468965929234,0.0287171360105276,0.0061679244972765,3.32779592326915e-07,1.2258451533853076e-06,8.946707566792611e-06,9.744367162056731e-06,5.711025323762442e-07,4.892489187113824e-07,6.923665978320059e-07,2.846313509508036e-05,0.0447865314781665,0.0051801074296236,4.224953897846717e-07,1.1719351959982305e-06,4.973684553988278e-06
734,0,train,0.0004176772199571,9.453306120121852e-05,0.000333698320901,0.0004949448048137,0.0007934556342661,0.0012395115336403,0.0001759364677127,0.0001328574144281,0.0002061190607491,0.0001077578199328,0.0033818690571933,0.0002630183880683,0.0006218156195245,0.0072123762220144,0.0002048014430329,1.1952832210226916e-05,1.778617644276892e-07,5.1636725117987226e-08,2.1424474994091725e-07,0.0001292599336011,0.0051879682578146,0.0005151973455213,1.0942509334199713e-06,1.4220211596693844e-05,7.87685075920308e-06,1.1002777682733722e-05,2.8213619884809304e-07,9.691849101045592e-08,1.810365802157321e-06,1.2258313290658409e-05,0.0430073924362659,0.0154647016897797,1.0544977868676145e-07,3.646543120794377e-07,2.697962145248312e-06
735,0,train,0.0003024645848199,3.4793876693584025e-05,0.0001899892231449,2.3685674022999592e-05,0.0151216918602585,0.0002449987805448,1.015328052744735e-05,6.027368726790883e-06,1.0393169986855355e-06,0.003788371104747,0.0009125900105573,6.369619950419292e-05,7.2006910158961546e-06,1.0028293218056206e-06,0.0006624215166084,8.876956599124242e-06,1.8075363072966866e-07,5.270589653605384e-08,1.1861885695907404e-08,0.0001689440687187,0.0202992279082536,0.000186226243386,1.3172135382433224e-08,3.0404031292619045e-08,1.828712083806749e-05,5.466602033266099e-07,1.3997355274852909e-08,3.734230347163248e-08,2.37561419424992e-08,0.0010632240446284,0.0009452271624468,3.929738522856496e-05,3.0387592886427235e-08,2.9391049594096333e-08,1.309619364064929e-07
736,1,train,0.0035560671240091,0.0004937456105835,0.0032059743534773,0.000657616823446,0.0001084607065422,0.0036835428327322,0.000511027756147,0.001282483455725,0.0008386850822716,1.577649300088524e-06,0.0413228161633014,0.003796168603003,0.0050660613924264,0.0024379403330385,3.5572509204939706e-07,1.4758804354642052e-05,1.6908009001781463e-06,1.7292528298185061e-07,4.657331658108889e-07,5.17515616138553e-07,0.0314773917198181,0.0031192766036838,3.753829560082522e-06,2.219705265815719e-06,6.325366257442511e-07,2.790101098071318e-05,4.462596905341343e-07,8.396270345656377e-08,1.4357600548464688e-06,2.0349631313365535e-07,0.0285488180816173,0.0015210701385512,7.883914463491237e-07,7.20178150004358e-07,2.978365785111237e-07
737,0,train,0.0022896209266036,0.0009734261548146,0.0037934456486254,0.0001265385362785,0.0066425260156393,0.0028108651749789,0.0003903635079041,0.003078807843849,0.0002231938560726,0.0003058357397094,0.0014896936481818,0.0004853691498283,0.0005381605587899,0.0001837119198171,8.257103763753548e-05,8.393949713081383e-08,3.6884382215163214e-09,2.47147113441315e-07,6.527023543867473e-08,1.8346592696616423e-05,0.00256596528925,0.0006703097606077,3.296368959126994e-06,2.2647382138529792e-06,1.0435360309202224e-05,5.580867582466453e-05,1.2845723631471628e-06,8.3776421888615e-07,4.348137281340314e-07,4.2099451093235984e-05,0.007272507995367,0.0011748374672606,1.3978689139548806e-06,4.504909441038763e-07,1.812537561818317e-06
738,1,train,0.0024274261668324,0.0009794493671506,0.0028178875800222,0.0005621769814752,0.0009073810069821,0.0022892674896866,0.0004300737928133,0.0015037063276395,0.000690278771799,0.000518888933584,0.0030735223554074,0.0004294280370231,0.0011829803697764,0.0068380367010831,6.823777221143246e-05,1.1440738489909563e-06,4.305998757558882e-08,3.801850212425961e-08,3.492890243705915e-07,4.60175724583678e-05,0.0023511229082942,0.0003013159148395,2.457239531850064e-07,3.303047151348437e-07,4.100205615031882e-07,1.3377475625020452e-06,1.2771151602919417e-07,9.013950830194517e-08,3.1701159741714946e-07,4.74476883027819e-06,0.0099981911480426,0.0015549067175015,2.6331809976909426e-07,7.553380214631034e-07,1.3115632100380026e-06
739,1,train,0.0005649685626849,0.0001628810132388,0.0014037291985005,0.001038622460328,0.00128537369892,0.0006261579692363,0.0002453115303069,0.0002051181800197,0.0002334893069928,6.413624214474112e-05,0.0001094969484256,1.2027613593090791e-05,0.0019391730893403,0.0023192269727587,4.561738023767248e-06,1.0292814295098651e-05,2.946589177099668e-07,9.804215039821429e-08,6.372716825353564e-07,0.0001470600545872,0.0053295260295271,0.0011858800426125,2.648608415256604e-06,4.723709025711287e-06,4.715703198598931e-06,1.410314052918693e-05,4.426186023920309e-06,2.165783826058032e-06,6.567081527464325e-06,2.4267997105198447e-06,0.0326361246407032,0.0106953764334321,5.73193517539039e-07,1.0515851727177503e-06,2.6982361305272207e-06
740,1,train,0.0176514852792024,0.0025766894686967,0.0012135257711634,0.0004580685053952,0.0009413837688043,0.0031162051018327,0.000666694715619,0.0006817087414674,0.0010532544692978,0.0001350148231722,0.012666868045926,0.0011417589848861,3.537228622008115e-05,9.600945486454292e-05,9.098878945223988e-05,4.048253322253004e-05,1.5113843119252124e-06,6.930105200808613e-08,1.350310441239344e-07,0.0004382168699521,0.049720324575901,0.0154392272233963,5.0758706038323e-07,2.132306462954148e-06,4.392091796034947e-06,4.678221739595756e-05,5.545695671571593e-07,7.730009343731582e-08,1.0536970762586861e-07,0.000133076129714,0.1699971556663513,0.0228761285543441,3.734389224518964e-07,2.7357264116290025e-06,1.1020201782230288e-05
741,1,train,0.0046741338446736,0.002950778696686,0.0013008480891585,9.4312010332942e-05,0.0018249062122777,0.0045582922175526,0.0034354971721768,0.0008882463444024,0.000158274633577,0.0004371537361294,0.0215206481516361,0.0051700859330594,0.0009933992987498,0.0001752201060298,0.0003686538839247,1.643946234253235e-05,2.1163968995097093e-06,1.991779328136545e-07,4.932423802728181e-09,1.5845471352804452e-05,0.0212752390652894,0.008647478185594,3.57812382389966e-07,3.129203776097711e-07,4.9305967877444346e-06,7.89296391303651e-05,3.2655170798534527e-06,1.05890524082497e-06,3.0309800536088005e-07,1.2411153875291348e-05,0.0310438759624958,0.0203295797109603,2.18574612631528e-07,2.973802395445091e-07,2.29856254918559e-06
742,1,train,0.0001225528540089,5.097525354358368e-05,0.0003255637420807,7.165501301642507e-05,0.0021407071035355,0.000318629288813,0.000113624970254,7.035495218588039e-05,2.039883656834718e-05,0.0001366941578453,0.0005646520876325,4.197578527964652e-05,6.209570528881159e-06,6.80890252624522e-06,6.316804501693696e-06,2.3820375645300373e-05,2.1010443163049786e-07,9.546153023620718e-08,1.1400456401133853e-07,1.81503055500798e-05,0.0071883029304444,0.0003005767939612,4.538908910944883e-07,3.607185817600112e-06,1.0202447811025197e-06,4.89856356580276e-05,1.5198729670373725e-06,6.283491416070319e-08,5.8669208158335096e-08,1.8333286107008464e-06,0.1624420285224914,0.0179014988243579,1.3535478160520142e-07,5.834055514242209e-07,1.315960503234237e-06
743,1,train,0.0007795984856784,0.0002933033974841,0.000905740133021,0.0001629383914405,0.0301792100071907,0.0008377240155823,0.0001401457411702,0.0001735962578095,6.788512837374583e-05,0.0003115959116257,0.0075067551806569,0.0008438421064056,5.777328988187946e-05,8.099076512735337e-05,2.2824096959084272e-05,5.284919825498946e-05,1.078406285159872e-06,1.620848451011625e-07,6.30406731261246e-08,5.692283593816683e-06,0.0127757526934146,0.0003787251189351,2.701248433822912e-07,2.974039716718835e-06,2.921560167123971e-07,0.0001343870535492,2.824199100359692e-06,5.066137873654952e-07,7.403848485409981e-07,2.583970399427926e-06,0.2002491503953933,0.0368411354720592,9.08113335640337e-08,2.3425005224453346e-07,1.3805657772536506e-06
744,1,train,0.0001109684890252,4.437090683495626e-05,0.0003441642038524,0.0001231065107276,0.0030069975182414,0.0011489022290334,0.0003771098854485,8.793334563961253e-05,0.0001318714785156,0.0007931994623504,0.0099312644451856,0.0008520306437276,3.250640656915493e-05,3.578577161533758e-05,2.9908742362749763e-05,3.112480044364929e-05,4.103919195586059e-07,2.1398962246621522e-07,1.960142981261015e-07,4.670817725127563e-05,0.0097877224907279,0.0014285063371062,2.517499524401501e-07,2.657388449733844e-06,2.295125113960239e-06,0.0001369242963846,2.0207457964716014e-06,1.4347550347793006e-07,1.352292855472115e-07,7.88234501669649e-06,0.2576510608196258,0.0313662700355052,8.986940969180068e-08,3.060396522869269e-07,4.742331839224789e-06
745,0,dev,0.0010440996848046,0.000540543696843,0.0004234846855979,0.0001119359803851,0.0019877846352756,0.0011423672549426,0.0004743913887068,9.098595182877034e-05,7.844908395782113e-05,0.0003579121548682,0.0059407232329249,0.0010125006083399,8.56952610774897e-05,0.0001101657326216,0.0001830178807722,5.546333341044374e-06,6.304460953288071e-08,1.04687707391804e-07,1.3273024990212434e-07,8.20871428004466e-05,0.016941288486123,0.0016187389846891,2.871368906198768e-06,3.760099787086802e-07,5.8164650909020565e-06,7.3949895522673614e-06,3.192334645518713e-07,2.834559325037844e-07,7.346732644464282e-08,2.699727929211804e-06,0.0248987972736358,0.0078193470835685,1.7200264323946612e-07,1.238260267655278e-07,6.843836672487669e-06
746,0,train,0.0096729416400194,0.0029000162612646,0.0007309415959753,0.0003095969732385,0.0051359259523451,0.0019795910920947,0.0003547547967173,0.0001021917414618,0.0001115744307753,0.0006448421627283,0.0103005832061171,0.0010896534658968,1.7454442058806308e-05,3.780795304919593e-05,0.0010573582258075,8.94037202670006e-06,9.4945669104618e-08,9.426107538956785e-08,1.0436446018502465e-07,7.533669850090519e-05,0.0236038658767938,0.0003805006563197,5.5920472732395865e-06,3.6048409128852654e-06,1.9075791897193994e-06,7.954883767524734e-05,1.642735014684149e-06,2.774215488443588e-07,1.644527287680831e-07,3.167977774864994e-05,0.0551842264831066,0.0066617433913052,2.331565980284723e-07,1.973542538280526e-07,3.5331449907971546e-06
747,0,train,0.002076506614685,0.001191037823446,0.0005149853532202,5.320083437254653e-05,0.0016371672973036,0.0035304762423038,0.0010907556861639,0.0002347842237213,3.3285989047726616e-05,4.377434379421175e-05,0.0061253490857779,0.0015569647075608,4.847735908697359e-05,1.450751005904749e-05,0.000236816558754,8.961287676356733e-06,1.6827005993036437e-06,7.197856888296883e-08,6.46650732960552e-08,3.0683291697641835e-05,0.007104193791747,0.0020431960001587,1.685016854935384e-07,1.7902188176321945e-07,5.209752998780459e-06,0.0003831727372016,3.302120603621006e-05,2.326718913536752e-06,4.680668155288004e-07,8.29899508971721e-05,0.0683058127760887,0.0112436469644308,8.284426940008416e-07,3.448052723342699e-07,5.362877800507704e-06
748,1,train,0.0012808034662157,0.0001166071961051,0.0125466221943497,0.0020395535975694,0.0057226880453526,0.0038385977968573,0.0002144168247468,0.0005711446283385,9.803927241591737e-05,3.172606011503376e-05,0.0139852929860353,0.0002748618426267,0.0001816357689676,0.0008567192708142,1.1523445209604688e-05,1.1719469512172507e-05,1.9292126296477369e-07,2.5148228388616196e-08,1.0540458816876709e-07,3.302529876236804e-06,0.0123015278950333,0.0034564887173473,5.087501904199598e-07,2.533278120608884e-06,2.785021933959797e-06,4.399499812279828e-05,2.482567651895806e-06,4.642593864900846e-07,2.2100121555013175e-07,8.937829079513904e-06,0.0554225295782089,0.0026767873205244,7.804845267855853e-07,7.794703378749546e-06,2.1904374989389908e-06
749,1,train,0.0030139114242047,0.0008998850826174,0.0009421343565918,0.0001658926630625,0.000471433653729,0.0004861147899646,0.0001073234379873,0.0016079590423032,0.0005930986371822,4.3357005779398605e-05,0.0011651715030893,0.0002890494361054,0.0005416210042312,0.0002760463103186,1.2272877029317897e-05,2.8443607789085945e-06,1.2871483079379686e-07,1.0564998120798921e-07,2.543695245549316e-07,2.35183924814919e-05,0.0062206001020967,0.000735831388738,9.053806024894584e-06,1.962135456778924e-06,8.60495856613852e-06,2.40186091104988e-06,7.758238780297688e-07,5.611207598121837e-06,4.131893092562677e-06,2.959443236250081e-06,0.0058221970684826,0.0028082223143428,7.377190058832639e-07,9.303221872869472e-07,1.7715645981297712e-06
750,1,train,0.0013286882312968,0.0002822575042955,0.0009742082329466,9.750707977218552e-05,0.0005199337610974,0.0003009681822732,6.208472041180357e-05,0.0005082406569272,0.0001250964851351,0.0001114688711822,0.0001089105862774,8.763772348174825e-05,0.000554350670427,0.0001337848516413,0.0001861570926848,5.359627721190918e-06,9.288675641982992e-07,7.644737820555747e-07,1.3015700233154348e-06,6.609830052184407e-06,0.0098451022058725,0.0017712541157379,2.616242454678286e-06,1.3231345292297192e-05,6.220648174348753e-06,6.632547592744231e-05,4.589972377289087e-06,1.1722380804712884e-05,2.573592155385996e-06,1.010652613331331e-05,0.0431369952857494,0.0216433648020029,1.6468133026137366e-06,1.1739649607989122e-06,6.346029294945765e-06
751,0,train,0.0118734166026115,0.0057123652659356,0.0008046891307458,0.0001987670402741,0.0037191626615822,0.0036772419698536,0.001064735930413,6.144393410068005e-05,4.780090966960415e-05,0.0008190324879251,0.0030156343709677,0.0009940746240317,2.6819354388862848e-05,2.532917096687015e-05,0.0005556927062571,1.7759782622306377e-06,8.117140737340378e-08,6.304555455471927e-08,6.3465535049545e-08,3.053886075576884e-06,0.0058275675401091,0.001163525506854,2.3343781663243135e-07,1.3459886076816474e-06,7.359014489338733e-06,2.15822888094408e-06,8.115629412941416e-08,2.0368317166230562e-07,3.329582227706851e-07,6.85565146341105e-06,0.0034559136256575,0.00161077035591,1.0053008736576885e-06,2.678078317330801e-06,3.5609591577667743e-06
752,1,train,0.0001143813205999,6.74319380777888e-06,4.653167343349196e-05,3.668384670163505e-05,0.0080827483907341,0.0001760198065312,5.844663519383175e-06,4.848461230722023e-06,4.887093837169232e-06,2.9871696824557148e-05,0.0003069129306823,5.5440955293306615e-06,6.105723878135905e-05,7.964706128404941e-06,3.6203737181494944e-06,9.538812264509032e-06,5.818940280732932e-07,4.079364259723661e-07,9.730167249699664e-08,1.720717227726709e-05,0.0154277086257934,0.0006959621096029,1.9869686695983546e-07,8.356743137483136e-07,1.6415717254858464e-05,0.0002482151030562,4.6686809582752176e-06,3.065500322918524e-06,1.846363346658109e-07,5.241725830273936e-06,0.0419192351400852,0.0007448229007422,3.3055809467441577e-07,7.066884109008242e-07,2.224145282525569e-05
753,1,train,0.0072822524234652,0.0043989466503262,0.0012321295216679,0.0001878489129012,0.0079209264367818,0.0132929906249046,0.0063187209889292,0.0006541690672747,9.791541378945112e-05,0.0005814682808704,0.003518221899867,0.0007756636478006,0.0001571314351167,0.0003515272110234,0.0006831112550571,1.673387669143267e-05,1.9677857210353977e-07,4.308317258505667e-08,2.226522965997901e-09,2.701166977203684e-06,0.0171454790979623,0.0037829785142093,2.262727036850265e-07,1.6435413385806896e-07,5.90228501096135e-06,3.460571315372363e-05,1.209723734518775e-07,3.0294114594653365e-07,1.5870240233084587e-08,2.2156077648105565e-06,0.2166596204042434,0.0231893509626388,5.0904009185615e-07,2.595471926269965e-08,1.596192987562972e-06
754,0,train,0.0001989118463825,3.41449813276995e-05,4.88944751850795e-05,3.3323205570923164e-05,0.002984783379361,0.0001435161684639,1.362374587188242e-05,3.041180934815202e-05,3.039475814148318e-05,0.0009773963829502,0.0027443738654255,0.0001940032816492,4.228441321174614e-05,6.677871624560794e-06,0.0013076546601951,4.041794170461799e-07,6.123191731433053e-09,2.779459862267685e-08,1.225985641895022e-07,0.0004072894225828,0.0111709106713533,0.0004929358256049,1.405178409186192e-07,1.839085399524265e-07,2.289465783178457e-06,1.62458327395143e-05,2.407276440408168e-07,7.93157539646927e-08,5.0654048067144686e-08,1.0789533916977234e-05,0.0012752915499731,8.922480628825724e-05,4.1604113931725806e-08,1.3563474965394562e-07,3.401087042220752e-06
755,0,train,0.0059016146697103,0.0019288577605038,0.0014954506186768,0.0001052261723089,0.0043911868706345,0.0019690240733325,0.0002100465644616,0.0018851881613954,0.0001347211218671,0.0009102181647904,0.0037568863481283,0.0005773868761025,0.0003735833743121,0.0001746560446918,0.0004535994667094,5.811020400869893e-06,1.4938414949483558e-08,2.3663184833822015e-07,7.300381099639709e-08,1.0498556548554916e-05,0.0050142584368586,0.0001339444133918,4.8825932026375085e-06,1.1611961099333712e-06,1.7725560610415414e-06,2.6166060706600547e-05,1.0416913482913517e-06,9.181013069792244e-07,3.033796645013354e-07,1.25155747809913e-05,0.0427214205265045,0.0072729508392512,1.1792307930136305e-07,7.428043602430989e-08,1.0555537528489367e-06
756,1,train,0.0043541979975998,0.0012163305655121,0.0011808022391051,0.0003270113083999,0.0053165256977081,0.0075926757417619,0.0006492736865766,0.0022597427014261,0.0034542090725153,0.0004711041983682,0.0308681279420852,0.0117603363469243,0.0001858886826084,0.0007009604596532,0.00052245054394,1.155569316324545e-05,9.616748997132164e-08,1.770582258586728e-08,4.0040848858780016e-08,2.609622606541961e-05,0.0591752231121063,0.0136178182438015,5.502357680597925e-07,3.4955123737745453e-06,1.828951099014376e-05,4.4463464291766286e-05,7.13557483322802e-07,2.422742682028911e-07,5.315102953318274e-07,1.2371746379358228e-05,0.1008703112602233,0.0109498221427202,1.8224274356271053e-07,1.0289957117493032e-06,1.0923471563728526e-05
757,1,dev,0.0159461610019207,0.0022617618087679,0.0003043402393814,5.13589839101769e-05,0.0072732083499431,0.0013556719059124,0.000200144102564,0.0002594603865873,4.636910671251826e-05,0.0002761718642432,0.004082509316504,0.0005513274809345,0.0039719925262033,0.000268980365945,8.570776117267087e-05,1.2037222404615022e-05,6.86579824105138e-07,2.539996435402258e-09,1.8058190498493321e-09,0.0003183876106049,0.0640245527029037,0.026693070307374,2.6647742288332665e-06,8.996568681141071e-07,1.978833779503475e-06,0.0005271567497402,2.136536750185769e-05,2.86216362610503e-07,1.4139034831828212e-08,0.0001298346905969,0.3426899313926697,0.0837028101086616,3.0668905992570217e-07,1.4478898435754672e-07,1.0234576620860024e-05
758,1,train,0.0862565264105796,0.0302203558385372,0.0009618027252145,7.324235048145056e-05,0.0042693684808909,0.0147387906908988,0.0025036570150405,7.62695271987468e-05,1.011140011542011e-05,0.0011002331739291,0.1457989066839218,0.0958277657628059,0.0002321698266314,2.9272523534018543e-05,0.0009938545990735,7.723781891399994e-05,4.7725111471663695e-06,5.4099029256349254e-08,1.0350598156350084e-09,1.5099142729013693e-05,0.4522572755813598,0.0374198369681835,3.098102183685114e-07,2.624954298369176e-08,3.984298473369563e-06,3.880774238496088e-05,3.197696287315921e-06,6.980864668548747e-07,3.0973957620972214e-08,5.448215688375058e-06,0.4231421947479248,0.0640332624316215,1.0219152102308729e-07,2.862534387304549e-08,2.306345976421653e-07
759,0,train,0.191902294754982,0.0300980433821678,0.0022831531241536,0.0001171758558484,0.0063367313705384,0.0746316984295845,0.004124304279685,0.0002669534296728,6.418134580599144e-05,0.0023577187675982,0.0433485582470893,0.0014637793647125,8.381954830838367e-05,1.6630261598038487e-05,0.0020178754348307,0.0006072137039154,1.5653811260563089e-06,2.0277204271224042e-07,8.385715233316661e-09,8.521312338416465e-06,0.0924943909049034,0.0025239323731511,5.235555363469757e-06,1.4891506907588337e-06,7.39769757274189e-06,0.0009867541957646,4.445033482625149e-06,6.589709755644435e-07,7.445839145248101e-08,2.854920012396178e-06,0.3784814774990082,0.0639864131808281,1.088583985620062e-06,1.1032486924023033e-07,2.8495969672803767e-06
760,0,dev,0.1677344739437103,0.040418341755867,0.0010011207778006,0.0001172893171315,0.0446042940020561,0.1024650856852531,0.0115763572975993,0.0001488731941208,4.7198260290315375e-05,0.0008137427503243,0.0048632039688527,0.0010291205253452,9.43974191613961e-06,4.929192073177546e-06,0.0025512045249342,8.402951061725616e-05,1.0990479495376348e-05,2.204192668386895e-07,3.2242177816499407e-09,2.18022851186106e-05,0.0088731432333588,0.0002521239512134,1.461530928281718e-06,6.31875877843413e-07,1.5654420337796182e-07,0.0001275052491109,1.1136987723148195e-06,1.574297101569755e-07,1.1840064040313793e-08,1.116050589189399e-05,0.5092490315437317,0.0162331014871597,8.857195865630275e-08,1.5028712141429426e-07,3.763894483199692e-06
761,0,train,0.0372773483395576,0.000913351716008,6.92238609190099e-05,1.2772391528415028e-05,0.0086995493620634,0.0502278991043567,0.0011199169093742,2.002934525080491e-05,2.059615326288622e-06,0.0001858536124927,0.0077926591038703,0.0009872014634311,1.841251469159033e-05,7.884748924880114e-07,0.0004813447303604,3.643099262262695e-05,1.3632422906084685e-06,1.3290663503084948e-07,7.171781390979959e-09,2.6101322418981e-06,0.0529532618820667,0.0005728577962145,1.6354636045434745e-06,1.4868246580590494e-06,1.860887209659268e-06,7.507189002353698e-05,8.249147072092455e-07,1.49377243019444e-07,1.3015196920207472e-08,1.0346173439756969e-05,0.1654604971408844,0.0036499248817563,2.90793707335979e-07,4.09425240377459e-07,1.1408811815272202e-06
