uid,stance,set,distilbert-base-uncased_because,distilbert-base-uncased_since,distilbert-base-uncased_but,distilbert-base-uncased_while,distilbert-base-uncased_although,distilbert-base-uncased_though,distilbert-base-uncased_for,distilbert-base-uncased_with,distilbert-base-uncased_so,distilbert-base-uncased_yet,distilbert-base-uncased_still,bert-base-uncased_because,bert-base-uncased_since,bert-base-uncased_but,bert-base-uncased_while,bert-base-uncased_although,bert-base-uncased_for,bert-base-uncased_though,bert-base-uncased_with,bert-base-uncased_so,bert-base-uncased_yet,bert-base-uncased_still,bert-large-uncased_because,bert-large-uncased_since,bert-large-uncased_for,bert-large-uncased_but,bert-large-uncased_while,bert-large-uncased_although,bert-large-uncased_with,bert-large-uncased_though,bert-large-uncased_so,bert-large-uncased_yet,bert-large-uncased_still,roberta-base_because,roberta-base_since,roberta-base_but,roberta-base_for,roberta-base_although,roberta-base_though,roberta-base_while,roberta-base_with,roberta-base_so,roberta-base_yet,roberta-base_still,xlm-roberta-base_because,xlm-roberta-base_since,xlm-roberta-base_although,xlm-roberta-base_while,xlm-roberta-base_but,xlm-roberta-base_for,xlm-roberta-base_though,xlm-roberta-base_with,xlm-roberta-base_so,xlm-roberta-base_still,xlm-roberta-base_yet,roberta-large_because,roberta-large_since,roberta-large_while,roberta-large_for,roberta-large_but,roberta-large_although,roberta-large_though,roberta-large_with,roberta-large_so,roberta-large_yet,roberta-large_still,xlm-roberta-large_because,xlm-roberta-large_since,xlm-roberta-large_although,xlm-roberta-large_while,xlm-roberta-large_for,xlm-roberta-large_but,xlm-roberta-large_though,xlm-roberta-large_with,xlm-roberta-large_so,xlm-roberta-large_yet,xlm-roberta-large_still
1057,1,test,0.0009624396916478,0.0001702734443824,8.881710527930409e-05,1.973138387256768e-05,2.6947236619889736e-05,0.0002212432445958,0.000251055782428,9.368622158945072e-06,6.649974966421723e-05,3.850619395961985e-05,3.111393027666054e-07,0.0129803987219929,0.0008225827477872,0.0006126283551566,0.0001044953678501,9.135167783824728e-05,0.0007493287557736,0.0002417868818156,1.6080946807051077e-05,5.6234632211271673e-05,1.0153427865589038e-05,3.605684071317228e-07,0.0334107615053653,0.0014509625034406,0.0023611839860677,0.001339350361377,0.0001964364637387,7.827358786016703e-05,0.0001942232775036,0.0002116324467351,3.495947748888284e-05,7.1928488978301175e-06,4.79256016205909e-07,6.744589597929007e-08,6.635643501340382e-08,1.2762238377206362e-08,1.628293611055653e-09,3.6169953698816926e-09,2.307749547014737e-08,2.019595379820771e-09,3.4621919220434444e-10,8.812264422886074e-05,6.285133622441208e-06,3.185680907336064e-05,0.031528677791357,0.0117993969470262,0.0001305823680013,7.475002803403186e-07,3.830814421235118e-06,4.0104976505972445e-05,3.330985691718525e-07,1.0167699429075585e-06,2.611303534649778e-05,3.001614686581888e-06,1.642535721657623e-06,1.0276975444867276e-05,9.638461051508784e-07,7.285041192517383e-08,1.4604340492496706e-07,1.921610191857326e-06,8.803240092447595e-08,9.316221962762938e-07,1.7524095952126117e-08,1.579209856572561e-05,1.832474481489044e-05,1.7513890497866669e-06,0.0901851132512092,0.0066182971931993,0.0004134361515752,3.778097266149416e-07,6.890598342579324e-06,7.189561870291072e-07,1.9791123406776026e-07,1.9435816511759185e-07,1.806887303246185e-05,1.8188632111559855e-07,1.2175786423540558e-06
1058,0,test,0.0028159613721072,0.0004600781248882,0.000168091719388,6.809864862589166e-05,6.271929305512458e-05,0.0001283966266782,0.000657528580632,6.502741598524153e-05,0.0045128855854272,0.0006406162283383,1.9823592083412223e-06,0.002958666300401,0.0001945151307154,6.947520159883425e-05,4.16508482885547e-05,1.5122315744520163e-05,0.0001333803666057,4.152515975874849e-05,2.875028258131352e-05,0.0004224487929604,5.116234387969598e-05,3.580584575502144e-07,0.0042313048616051,0.0004453750443644,0.0004973142058588,0.0006533999112434,0.0001195681034005,0.0001111145829781,0.0001588849263498,0.0001176293153548,0.0006250801961869,1.7227410353370942e-05,6.097612867961288e-07,3.189518906765443e-07,9.448195115169256e-09,5.303415928636923e-09,1.0131620875597493e-08,5.0113277971775005e-09,5.221581833581013e-09,3.8359640797125394e-08,5.963722848889574e-09,1.1069057563872775e-06,4.460271156858653e-07,8.412784069378176e-08,0.009658726863563,0.0023560544941574,4.761499076266773e-05,1.8273782416144968e-06,4.0954367364065547e-07,1.0220524927717634e-05,2.623345096708363e-07,5.851556466041075e-07,1.2222748409840278e-05,2.713729543302179e-07,4.061888887463283e-07,1.1075006796090747e-06,7.106780230969889e-07,5.99821845526094e-08,3.038729090576453e-08,7.884032697802468e-07,8.75019239288122e-08,1.3881053746445104e-06,3.654795577290315e-08,8.589012395532336e-06,2.1920013750786893e-05,1.8470035456630285e-07,0.0008927042945288,0.0006255469634197,1.973934195120819e-05,3.006915108016983e-07,6.090077476983424e-06,7.334991725116424e-09,3.719535257573625e-08,4.2752347440000455e-08,3.512611101541552e-06,1.223245504888837e-07,2.265749117214e-07
1059,0,test,0.0063739102333784,0.0010921724606305,0.0003887511556968,0.0004521354567259,0.000192712250282,0.0006551200640387,0.0012188876280561,0.0003533961134962,0.0035093137994408,0.0002995973918586,1.0355599897593493e-06,0.0064084189943969,0.0003174090816173,0.0006312962505035,0.0003116352891083,2.833283178915736e-05,0.0016945216339081,7.002378697507083e-05,0.0001758438011165,0.0020865446422249,0.0001156841899501,1.3810043810735806e-06,0.0262792166322469,0.0017640289152041,0.0048097353428602,0.0036252038553357,0.0004652228672057,5.89862211199943e-05,0.0005049611791037,6.5374537371099e-05,0.0004015719168819,7.283013837877661e-05,1.3582321116700768e-06,2.4454367419934897e-08,6.681292741284041e-10,2.1804236194356004e-09,1.7739029134489215e-09,9.5817431766676e-10,1.292279616649239e-09,7.334330920372167e-09,1.004838323659385e-09,1.4838282424989302e-07,1.4000542023495657e-06,8.021113018230609e-08,0.0021953382529318,0.0002459289389662,1.3237796338216867e-05,3.8117216263344736e-06,9.836246306349494e-08,4.181872100161854e-06,4.61068339063786e-08,1.903457729213187e-07,2.0222054445184767e-05,3.611617557908176e-06,3.160229198329034e-07,3.4245258575538173e-06,9.375677905154588e-07,1.9637127479654737e-07,9.296467595731885e-08,2.368654577367124e-06,8.946466323322968e-08,7.470666787412483e-07,1.4855818797343544e-08,2.448261113841e-07,4.998143140255706e-06,2.494224737858985e-08,0.0018582930788397,0.0009529324597679,2.428397601761389e-05,2.094781450523442e-07,1.202235125674633e-06,6.939917529535933e-09,2.2908139385435792e-08,1.9673612072779185e-08,7.153646492952248e-07,3.984611964824581e-07,7.0734258450499965e-09
1060,1,test,0.0081758890300989,0.001169619616121,0.0004667383618652,0.0004933621967211,0.0002558178675826,0.0008333995938301,0.0014864436816424,0.0004133566690143,0.0074995318427681,0.0003997930907644,1.0509444337003515e-06,0.0065321195870637,0.0003490837407298,5.2125771617284045e-05,7.454583828803152e-05,1.2388739378366154e-05,0.0012452788650989,5.491740375873633e-05,0.0001639946713112,0.0027770665474236,0.0002248088712804,1.6953312069745152e-06,0.0023923628032207,0.0001023206132231,0.0031504468061029,0.0001952031016116,0.0002604496839921,2.516426866350229e-05,0.0008457652875222,6.175930320750922e-05,0.0039043221622705,0.0002952957875095,2.5043759706022684e-06,2.760024244707893e-07,4.169085965344266e-09,4.085804050646402e-08,1.02519215339214e-09,6.784166117768109e-09,1.18724985398444e-08,5.4667424365106854e-08,1.37321476412211e-09,4.090698439540574e-06,3.398874923732365e-06,9.661572875074853e-08,0.0294617153704166,0.0033723029773682,4.378253652248532e-05,6.550681519001955e-06,2.264373279103893e-06,2.0608400518540293e-05,7.049651884472041e-08,5.726782887904847e-07,6.060810846975073e-06,2.944194648080156e-07,4.6852699142618803e-07,1.1998783520539291e-05,8.309629606628732e-07,4.0404984247288667e-08,9.323283478579473e-09,1.8078233665619337e-07,4.5698103079416805e-09,6.184642131756847e-08,1.2965587492530515e-09,8.028780939639546e-06,4.215452918288065e-06,3.5769769368698696e-08,0.1062138602137565,0.0027892901562154,0.0001207223613164,6.525529272494168e-08,4.049338144795911e-07,1.713368504852042e-07,2.1715749198847334e-08,5.7793798191596586e-08,1.4647846455773106e-06,2.8618627467835722e-08,1.6572606398312928e-08
1061,1,test,0.0028803094755858,0.0006141317426227,4.589943637256511e-05,1.948156568687409e-05,1.7032214600476436e-05,0.0004062026855535,0.000142154371133,4.794229425897356e-06,9.683740063337608e-05,2.100147685268894e-05,1.3728870840168386e-07,0.0216953679919242,0.0019513228908181,0.0006894878461025,0.0001904224482132,0.000204006297281,0.0004928962443955,0.0006401333375833,1.010730647976743e-05,3.48614230460953e-05,4.740486474474892e-06,3.470514968739735e-07,0.0132202291861176,0.000822834612336,0.0007285066531039,0.0003746452566701,8.130396599881351e-05,9.325262362835927e-05,3.8316411519190297e-05,0.0001631163613637,5.590813452727161e-05,1.0500822099857032e-05,6.916787924637902e-07,1.573762986595284e-08,1.077360245460568e-08,1.0102617409302184e-08,6.980305222725747e-10,1.727414766783397e-09,9.552222124398211e-09,4.358029492834703e-09,1.7853747646956464e-10,1.965483761523501e-06,1.282319658457709e-06,1.4821484484173196e-08,0.0167112909257411,0.0106854988262057,5.09834244439844e-05,4.937728022014198e-07,1.789105454008677e-06,6.182021752465516e-05,1.74176307154994e-07,3.3920573514478747e-06,2.7789610612671822e-05,3.0948244784667622e-06,4.844532668357715e-07,1.060498289007228e-05,1.6233640280916006e-06,4.225420369152744e-08,9.333363237828962e-08,2.266984438392683e-06,2.1126095361978522e-07,1.4143846556180506e-06,3.1590609239628975e-08,6.114222742326092e-06,7.605384780617896e-06,2.983176443649427e-07,0.1425845026969909,0.0138132218271493,0.0016035044100135,3.169840567807114e-07,5.024612619308755e-06,1.5280597835953813e-06,3.895432314493519e-07,8.028937372728251e-07,1.2010553291474936e-05,1.836313714420612e-07,7.589733286295086e-08
1062,1,test,5.7167551858583465e-05,0.0001438744511688,0.0004887201357632,2.2096530756243737e-06,1.7738408359946334e-06,0.0003945895005017,0.0087641077116131,0.0001080413057934,0.0013921555364504,0.0006776999216526,1.6145266954481483e-06,0.0001365589851047,0.0001910683495225,0.0003107715747319,3.505788981783553e-06,1.984083155548433e-06,0.0022314083762466,7.794190605636686e-05,9.669450264482292e-06,0.000101645317045,1.025772962748306e-05,2.8270605412217265e-07,0.0005466925213113,2.3476584829040803e-05,0.0004700803547166,0.0006149370456114,6.757662163181521e-07,3.026925469384878e-06,1.35615091494401e-05,9.182299254462124e-05,2.3569627956021577e-05,1.39670930821012e-06,1.0508057357583313e-07,1.449183315571645e-07,3.003757242936444e-09,9.368380915475428e-08,1.480136679887778e-09,1.5589173285590614e-09,1.1745467709545211e-08,3.9320595390801565e-11,5.919496837147875e-11,7.875824508118967e-07,4.866316771767742e-07,1.1850053738271529e-07,0.0073053021915256,0.0003785734297707,5.995041192363715e-06,2.495940520930162e-07,1.3213287957114517e-06,3.9755486795911565e-05,4.092347083428649e-08,1.2827628381728573e-07,2.721931480209605e-07,5.523614277080925e-08,4.2992358117999174e-08,4.26375845563598e-06,2.0870599470868e-08,6.653512185650357e-10,3.59383918180356e-08,1.5054818504722787e-05,5.0702915643796587e-08,1.4974681334933848e-06,3.90662613369841e-10,2.12950158129388e-06,3.671877038868842e-06,5.000569558433199e-07,0.0199982188642025,0.0001729591022012,6.059681254555471e-05,1.7528615003925552e-08,6.02300929131161e-07,1.2851647852585302e-06,3.3807275201525044e-08,1.1153263201890697e-08,6.136730235084542e-08,9.082582685948637e-09,6.929672391464692e-09
1063,1,test,0.0066313203424215,0.0009712190367281,0.0001973666803678,3.960402682423592e-05,4.375346179585904e-05,0.0007617168594151,0.0003619914932642,8.21216144686332e-06,0.0006991563714109,4.8669720854377374e-05,4.7707726480439305e-06,0.0880580246448516,0.0086540784686803,0.001136890030466,0.0002042789856204,0.0001213288269354,0.0009018477867357,0.0001763598265824,2.41747111431323e-05,3.704153277794831e-05,4.22693074142444e-06,1.216563305206364e-06,0.0285459943115711,0.0013067134423181,0.000530346063897,0.000318926613545,4.872525096288882e-05,5.734698424930684e-05,2.790660801110789e-05,0.0001139110318035,2.01527145691216e-05,6.725215371261584e-06,4.573944352159743e-07,5.073977149550046e-07,1.092713432626624e-06,3.5482504046058245e-08,7.354266085002337e-09,1.4922706625952742e-08,1.370774214137782e-07,2.953395972227213e-09,5.850850914868031e-10,3.320645305393555e-07,4.876416710430931e-07,3.454746320130653e-07,0.0843468308448791,0.0162206646054983,0.0001170309988083,7.666440637876804e-07,4.4998610064794775e-06,5.236786091700196e-05,7.966212933752104e-07,1.4019218497196562e-06,2.225960088253487e-06,1.017502313516161e-07,2.3804741999811085e-07,0.0003120579349342,2.0896452042507008e-05,1.781933747224685e-07,1.4315517091745278e-06,6.283138645812869e-06,8.092795837910671e-07,2.720206111916923e-06,2.5134744063848305e-08,4.756425551022403e-05,0.0001378934539388,9.780412710824749e-07,0.2538900077342987,0.0380642749369144,0.0016036711167544,3.2935533909039805e-06,1.1712439118127804e-05,2.5496669877611566e-06,1.2686354011748335e-06,1.2826840247726068e-06,2.865802571250242e-06,2.255519575555809e-07,1.2620937184237846e-07
1064,1,test,0.0024922306183725,0.0012176623567938,0.0005880676908418,0.0001962067035492,0.000101878780697,0.0002541093272157,0.0007883175858296,0.0002495982625987,0.0066188285127282,0.0013609121087938,2.3806962872185977e-06,0.0117428675293922,0.0018572898115962,0.0016078127082437,0.000610604416579,8.147737389663234e-05,0.0111053986474871,0.0001227295142598,0.0043978532776236,0.0007478720508515,0.000452965585282,1.3996667576066102e-06,0.0371448099613189,0.0012398196849972,0.0067766238935291,0.0031290969345718,0.0003035845584236,0.0002012875193031,0.0029836716130375,0.0016342436429113,0.0007492478471249,0.0004158531955908,5.399486781243468e-06,1.9587095323458925e-07,3.329167608256966e-09,1.5003358555532034e-07,3.55508689153794e-08,2.045531966032854e-09,1.3510996765830896e-08,4.801301023427127e-10,1.3346434180050435e-08,2.1672381933512957e-07,1.3047379070485476e-06,1.0003398998037484e-08,0.0026684154290705,0.0004712836816906,9.825682354858143e-06,3.6823038840339e-07,1.345251689599536e-06,1.42651788337389e-05,3.567457795838892e-08,1.8254482938573344e-06,8.229453669628128e-06,1.5729983715573328e-07,2.3158278850132774e-07,1.6102443623822182e-05,4.6452141759800725e-06,2.3065133802901985e-07,2.493136719294853e-07,3.081974909946439e-06,1.930622488544032e-07,1.0660288580766064e-06,1.121384674007686e-08,4.36219625044032e-06,1.6968750742307748e-06,1.7042882660689432e-08,0.0432423502206802,0.0025605380069464,0.0001366844371659,2.3600783549682092e-08,1.4738221807419905e-06,1.968432883359128e-07,8.515288030253032e-09,3.1749499385114177e-07,9.596952850188243e-07,5.969231864355606e-08,5.273053549359474e-09
1065,1,test,0.0009147606324404,0.0001656051754252,0.000129892679979,1.2202827747387346e-05,2.300229789398145e-05,6.450772343669087e-05,0.0025374079123139,1.7437885617255233e-05,0.0005587568157352,0.0001538513170089,2.880592262499704e-07,0.0061938758008182,0.0006049280636943,0.0004535902990028,0.0001004791047307,8.640579471830279e-05,0.005982203874737,0.0002409324952168,1.6482248611282557e-05,1.944157156685833e-05,8.154294846463017e-06,7.509939337069228e-08,0.0491290912032127,0.0059993201866745,0.0082428371533751,0.0008515944355167,6.623924855375662e-05,0.0001753906253725,0.00011940098193,0.0002064526343019,0.0001807870576158,2.3426806365023367e-05,2.830602170433849e-07,9.63888737715024e-07,1.207189370688866e-07,2.854166609722597e-07,2.2365253471434698e-07,2.600224568993781e-08,6.066691327077933e-08,8.664592598961462e-09,2.750886407554276e-09,1.9027700091101e-06,1.0050209311884828e-05,4.2823165813388187e-07,0.0288804583251476,0.0034267995506525,7.695291424170136e-05,5.958306701359106e-07,1.814882011785812e-06,8.323958900291473e-05,1.6711113914880118e-07,1.0261782108500483e-06,1.328648522758158e-05,3.469450859938661e-07,3.5890312233277655e-07,6.766951264580712e-05,3.376335826033028e-06,3.365466483273849e-08,6.953018782951403e-07,2.74040098702244e-06,3.225114255656081e-07,1.498382857789693e-06,6.282268572022076e-08,0.0001670293277129,3.122290945611894e-05,2.4107218905555783e-06,0.1309483647346496,0.01481225900352,0.000247873016633,3.186550259215437e-07,2.281091656186618e-05,1.3736166692979168e-07,1.2503392099461053e-07,3.501329501887085e-07,2.973870095956954e-06,9.392633160132392e-08,1.118777817055161e-07
1066,0,test,0.0036644856445491,0.0013389565283432,0.0006733328918926,6.042875611456111e-05,7.264380838023499e-05,0.000803610717412,0.0014108455507084,1.8991717297467403e-05,0.0001638056419324,1.6931389836827293e-05,3.911741544015969e-07,0.0235674139112234,0.0046362662687897,0.0043973554857075,7.31769177946262e-05,7.185454887803644e-05,0.0004959188518114,9.091290121432394e-05,3.699352873809403e-06,8.228706974477973e-06,3.847640073217917e-06,5.75047778283988e-08,0.0167799051851034,0.0012195822782814,0.0010911058634519,0.0031751007772982,4.03856101911515e-05,7.163611735450104e-05,2.3800712369848043e-05,9.036527626449242e-05,1.2294242878851946e-05,2.70753116637934e-06,3.154895864554419e-07,2.0644090454879915e-06,5.057272005615232e-07,1.4466869515672445e-06,5.926660762156644e-08,1.4782791879497381e-08,7.926853839990144e-08,1.448169406614852e-08,9.291111768838787e-10,2.527610604374786e-06,2.3791501007508487e-05,1.7947012338481727e-06,0.0141397221013903,0.0017970881890505,7.013668800937012e-05,1.1565558679649255e-06,1.9270867142040515e-06,2.891919211833737e-05,2.458920107528684e-07,4.135042672714917e-07,1.526929008832667e-05,2.3857207906985423e-06,7.58486805807479e-07,3.2547632144996896e-05,3.612973387134844e-06,1.129213060835355e-07,1.191018668578181e-06,7.082826778059825e-05,1.0667102969819098e-06,3.744507466763025e-06,3.6082021814820556e-09,0.0001381173933623,3.843348895316012e-05,4.53783877674141e-06,0.0998607724905014,0.0089312307536602,0.0020032154861837,1.3134431355865672e-06,5.573938324232586e-06,1.6702459106454626e-05,9.227101713804586e-07,1.6804312963358825e-07,2.077760473184753e-05,9.12496830096643e-07,1.7852535165729932e-06
1067,0,test,0.0014487848384305,0.0002421758254058,0.0001272043300559,8.135693860822357e-06,8.470899047097191e-06,5.202964530326426e-05,0.000403138808906,2.644171217980329e-06,0.0002625488850753,3.8314887206070125e-05,4.891192020295421e-07,0.0169858187437057,0.0002721230557654,0.0006784003344364,1.7912756447913125e-05,1.7518881577416323e-05,0.000222697854042,6.412334187189117e-05,1.4461362525253207e-06,8.876512765709776e-06,2.473251925039221e-06,3.0321587018988794e-08,0.0028483914211392,8.844962576404214e-05,0.0007749663200229,7.970429578563198e-05,8.79751553384267e-07,6.558876066264929e-06,1.2771770343533715e-05,1.8701612134464085e-05,2.69368010776816e-05,1.5893554063950432e-06,5.6276540760791256e-08,6.232040306031196e-08,9.657745714264364e-09,4.492819449808394e-09,6.273576769189049e-09,3.280213878298355e-10,1.408751448828127e-09,3.4723629527277916e-10,3.738446358036994e-11,1.0483978257980198e-05,2.9894543331465684e-05,8.535302526979649e-07,0.0038437824696302,0.0008809954160824,4.966310370946303e-06,2.2062681637180503e-06,1.505859017925104e-06,3.112905687885359e-05,1.582900210905791e-08,2.0669990590249654e-06,8.65468700794736e-06,9.850007245404413e-07,2.588554934845888e-07,1.6307252735714428e-05,7.871271918702405e-07,8.218798086545576e-09,1.2626132672721724e-07,7.474321250811045e-07,4.079636539700005e-08,7.06944547346211e-08,3.9625729364445306e-09,5.202872853260487e-05,1.8186145098297857e-05,6.952811304472561e-07,0.0017525429138913,0.0001435143640264,6.182534889376257e-06,3.5014902977081874e-08,8.59978570133535e-07,3.839771167690742e-08,2.0998986993703284e-09,6.512637185096537e-08,1.733797944325488e-05,2.343853537922769e-07,6.404736723197857e-07
1068,0,test,0.0002319986379006,0.0001987361029023,0.0001065348114934,5.265784056973644e-05,1.3800052329315804e-05,1.1991889550699852e-05,0.0020400157663971,4.1593859350541607e-05,0.003344890428707,0.0005118133849464,3.538330020091962e-06,0.0008130456553772,0.0006603065412491,8.193959365598857e-05,0.0001006227175821,1.7582104192115366e-05,0.0004660278500523,4.009463009424508e-05,5.917806447541807e-06,0.0004789054801221,7.388779340544716e-05,1.3193898666941095e-06,0.0067751328460872,0.000720563228242,0.0014476273208856,0.0003572086279746,5.259547833702527e-05,8.667525980854407e-05,7.062136137392372e-05,4.689811612479389e-05,0.0003157210594508,2.5530187485856004e-05,2.374860741838347e-06,6.50656346579126e-08,6.424724752207567e-09,3.1705440051155165e-08,4.195596048361949e-08,2.650472286092053e-09,1.9230981251894264e-08,6.912893812938137e-09,1.689012152361613e-09,6.39586971828976e-07,4.570026703731855e-06,9.01050469792608e-08,0.0008630661759525,0.0003989999240729,4.902501132164616e-06,3.716857690960751e-06,9.427813552065344e-07,1.031803435580514e-06,1.0914361325831125e-07,5.945684620201064e-07,7.517032827308867e-06,1.929385234689107e-06,1.071380893336027e-06,1.3902168575441465e-05,1.8940352674690075e-05,1.6043944128796286e-07,1.4047428749108803e-06,2.22456128540216e-06,4.807685058949573e-07,1.5573186828987673e-06,5.7912139084237424e-08,1.642828283365816e-05,2.173248276449158e-06,4.241350666234213e-07,0.0188867710530757,0.0014338394394144,6.89663429511711e-05,9.3178505267133e-07,6.484002369688824e-06,4.388799652588205e-07,6.459086421273241e-08,7.136912927308003e-08,2.9495074613805627e-06,2.258886837580576e-07,2.2367126462086162e-07
1069,0,test,0.0017291203839704,0.0002834386250469,0.0001165381690952,2.6210176656604744e-05,3.359898619237356e-05,0.0001340328308288,0.0008362353546544,9.14996417122893e-06,0.0003221993392799,0.0001416025916114,1.2243497167219175e-06,0.0094797415658831,0.0009336697403341,0.0002075621159747,6.27112458460033e-05,4.895646998193115e-05,0.0002727819082792,6.38649144093506e-05,2.5474973881500773e-06,4.001989054813748e-06,6.912196113262326e-07,1.93601241704755e-08,0.0128426039591431,0.0004897336475551,0.0010920283384621,0.0001480603968957,8.52885568747297e-06,1.990202508750372e-05,3.742750050150789e-05,8.467073348583654e-05,1.0005356671172194e-05,2.92043750960147e-06,2.4915621565924084e-07,4.0592118466520333e-07,1.877342725720155e-07,4.1604437228670577e-08,8.213255853206647e-09,7.672523061330594e-09,4.83582844879038e-08,1.2930873038996538e-09,6.926531570528027e-11,6.104091880843043e-06,9.774299769560455e-07,6.035583766106356e-08,0.0208209473639726,0.0049316557124257,2.651287468324881e-05,3.089949984769192e-07,8.536378004464495e-07,4.960972364642657e-05,1.8798488099491808e-07,5.736937396250141e-07,1.1196062587259805e-05,5.492025593412109e-06,1.618479643639148e-07,4.708300912170671e-05,1.9776819044636795e-06,8.543357132850815e-09,1.706038688098488e-07,3.079083512602665e-07,5.532910307692873e-08,2.9822106739629817e-07,2.537714705042049e-09,3.286874971308862e-06,1.453953359487059e-06,1.4418409364225226e-06,0.0274770557880401,0.0031369954813271,9.658710041549055e-05,1.0418908402698437e-07,2.4382679839618504e-06,9.353247065746473e-08,6.958357090525169e-08,1.2476604638322897e-07,1.912017796712462e-05,2.756360970579408e-07,1.371250391457579e-06
1070,0,test,0.0015063666505739,0.0027074792888015,5.674170097336173e-05,3.142220157315023e-05,1.2987146874365862e-05,5.612381937680766e-05,0.0002539886918384,1.5586330846417695e-05,0.0068851551041007,0.0008016003994271,3.3267597245867364e-06,0.0038594133220613,0.0013966229744255,0.0001862642529886,0.0001776757708285,3.026446393050719e-05,0.0002496851957403,6.694094918202609e-05,1.5449117199750617e-05,0.0008477640221826,0.0001072058439604,4.789756644640875e-07,0.0133309224620461,0.0015993650304153,0.0011099989060312,8.514735236531124e-05,5.481995231093606e-06,1.188186706713168e-05,9.68274980550632e-05,6.91427630954422e-05,0.0004848573298659,5.194130790187046e-05,2.275211727464921e-06,3.508593238166213e-08,4.104573125829347e-09,2.9532400969145556e-09,7.292444426099107e-10,3.073765408867501e-10,1.1623302320629132e-09,1.4417773919195298e-10,3.774777365683768e-11,1.4796327377553098e-05,1.379271998303011e-05,3.401180777018453e-07,0.0002615848788991,0.0001816471631173,9.227852615367738e-07,2.7724677664764386e-08,1.2297643081637946e-07,2.1864980226382613e-05,3.081909616398093e-09,4.311663985845371e-07,9.95030040940037e-06,5.12463145696529e-07,7.075627195263223e-07,1.469759354222333e-06,3.676680364606e-07,5.8431939287117984e-09,2.151406164330183e-07,7.850566703382356e-07,8.492979652885424e-09,4.222091831707076e-08,1.2285394035416177e-08,9.461750778427812e-06,2.2284546503215097e-05,2.373369909491885e-07,0.0001848258252721,6.770503387087956e-05,2.305893985976581e-06,1.323228016048006e-08,1.995623051698203e-06,4.182841184530162e-09,1.348461231565068e-09,5.313734519063473e-08,6.967413241909526e-07,1.2581888597651414e-07,8.388732908315434e-08
1071,1,test,0.109791100025177,0.0462827309966087,0.0110154757276177,0.0136893913149833,0.0058392835780978,0.0029995229560881,0.0053446046076714,0.0007329111685976,0.0021837211679667,1.4881463357596658e-05,2.0122867283589585e-07,0.0484934598207473,0.0180881191045045,0.0022934896405786,0.0022864358033984,0.0007310546934604,0.0046280566602945,0.0002047132147708,0.0002559093409217,0.004473814740777,3.179963823640719e-05,7.971344189172669e-07,0.003914188593626,0.0049427486956119,0.0008941506384871,0.0001786404172889,0.0002614706463646,0.0001553667534608,7.33964261598885e-05,2.0763094653375447e-05,0.0043877176940441,4.9054746341425925e-05,2.8022975584462984e-06,4.598056693794206e-05,1.671495192567818e-05,1.7028791035045288e-06,4.923688265989767e-07,1.355789095214277e-06,3.472079583843879e-07,9.56540361585212e-07,3.740236120819418e-09,3.7335208617150784e-05,1.280858896279824e-06,9.648027265996006e-09,0.2506733536720276,0.1564669609069824,0.0086131133139133,1.8893935703090392e-05,2.1682095393771306e-05,2.4029927772062365e-06,3.098621527897194e-05,1.6703500023140805e-06,2.253935599583201e-05,5.596357368631288e-07,6.556721245942754e-07,4.815278225578368e-05,3.105776704614982e-05,1.3262520042189865e-06,2.10881140105812e-07,3.691350229928503e-07,8.116375624922512e-07,6.381001753652527e-07,3.281598992543877e-09,1.2895378858956974e-05,1.9512967242008017e-07,8.237448412273808e-08,0.3762318789958954,0.1172075048089027,0.0055632265284657,1.6775841231719824e-06,2.751429235559044e-07,1.2756448768413977e-06,1.7489689980720868e-06,1.3544087096306614e-07,1.2898615750600584e-05,2.4103738383018936e-07,3.534335135668698e-08
1072,1,test,0.01539590023458,0.0042544403113424,0.0094898799434304,0.0056962524540722,0.0059183491393923,0.0017745449440553,0.0033845456782728,0.0003609911364037,0.0140539407730102,0.0001172868433059,3.311156149266026e-07,0.016579296439886,0.0087991906329989,0.0055446685291826,0.0066444459371268,0.0012703714892268,0.0014678688021376,0.0003536560107022,0.0001231638016179,0.0010488772531971,5.424195842351765e-05,5.234272748566582e-07,0.0062247477471828,0.0022704151924699,0.0006353615317493,0.0019848889205604,0.0019187803845852,0.0003027086204383,9.124202915700153e-05,5.5741526011843234e-05,0.0014263821067288,0.0005121086142025,2.987887910421705e-06,1.43632614708622e-05,5.822601906402269e-06,1.1189096767338924e-05,1.8848784293368224e-06,5.174281341169262e-06,2.0274142116250005e-06,1.5128137420106214e-05,9.068112660770566e-08,9.637551556807011e-07,8.644085028208792e-06,1.7219980108507116e-08,0.0440938919782638,0.0159562304615974,0.0079205110669136,3.892973472829908e-05,1.4825860489509068e-05,2.360062012485287e-07,9.028429303725716e-06,8.507310553795833e-07,8.869629709806759e-06,7.287939496336548e-08,2.97376402613736e-07,3.904371624230407e-05,4.2234178181388415e-06,1.6160082623173366e-06,3.235453505112673e-06,3.806250788329635e-06,1.3742167084274115e-06,9.794895277082103e-07,2.2298062063441648e-08,1.2160755431978032e-05,1.891306419565808e-05,5.822429329782608e-07,0.0602433010935783,0.0237218365073204,0.0046346494928002,1.038101254380308e-05,6.077727903175401e-07,8.29394230095204e-06,5.770370535174152e-06,3.613498051890929e-07,2.8875037969555706e-06,2.042164396698354e-06,1.297612755024602e-07
