uid,stance,set,distilbert-base-uncased_because,distilbert-base-uncased_for,distilbert-base-uncased_so,bert-base-uncased_because,bert-base-uncased_for,bert-base-uncased_so,bert-large-uncased_because,bert-large-uncased_for,bert-large-uncased_so,roberta-base_because,roberta-base_for,roberta-base_so,xlm-roberta-base_because,xlm-roberta-base_for,xlm-roberta-base_so,roberta-large_because,roberta-large_for,roberta-large_so,xlm-roberta-large_because,xlm-roberta-large_for,xlm-roberta-large_so
203,0,test,0.2023842632770538,0.0003373249201104,2.296187267347705e-05,0.0475102327764034,6.135964940767735e-05,1.7667604197413311e-06,0.012949644587934,1.4307692254078574e-05,6.306561317614978e-06,0.000368370587239,1.1103423958047642e-07,5.028039595345035e-06,0.3478248119354248,3.612217085446901e-07,8.708996574569028e-06,0.0001459767081541,2.573407584804954e-07,1.1507167073432356e-05,0.1340198516845703,1.072871100404882e-06,1.032237037179584e-06
204,0,test,0.328807383775711,0.0006213302258402,0.0067496597766876,0.1439307928085327,0.0002443799749016,2.3041978636229038e-07,0.0579429231584072,9.831895295064896e-05,8.595223448537581e-07,0.0001599827519385,1.8353370023760365e-07,1.5478510704269866e-06,0.3474856913089752,6.63242019527388e-07,6.9875413828413e-06,1.35539694383624e-05,8.38373637179757e-08,3.5337143344804645e-05,0.2092049866914749,9.03450370515202e-07,3.9147562347352505e-06
205,0,test,0.3541439473628998,0.0005440817330963,0.0001046954275807,0.2384132891893386,0.0010156095959246,1.6339876083293348e-06,0.0565004236996173,0.0002881644759327,1.411023458786076e-05,0.0003184420347679,3.183620265190257e-07,5.91538821481663e-07,0.2260480672121048,2.044920847765752e-06,1.030598241413827e-06,0.0001984303526114,1.594759623912978e-06,1.9532244266429188e-07,0.3044470548629761,1.0494325124454915e-06,4.570507314838325e-07
206,0,test,0.5763213038444519,0.0001812217524275,7.176458166213706e-05,0.5210192203521729,0.0002509921323508,5.855788458575262e-06,0.2126598358154297,0.0002512761566322,7.672238280065358e-05,0.0001077463239198,1.1724804949153625e-07,4.408377935760655e-05,0.3626414537429809,2.875206916996831e-07,6.875549388496438e-06,1.7203823517775163e-05,1.142859744618363e-07,4.6932429540902376e-05,0.050338476896286,2.2632303853242774e-07,3.888412265951047e-06
207,0,test,0.2159224599599838,0.0002942851569969,2.041660445684101e-05,0.087771788239479,0.0001690929784672,7.865301085985266e-07,0.0230444688349962,5.478204184328206e-05,4.888756393484073e-06,0.0001588251179782,1.361733552585065e-07,3.236062184441835e-05,0.4855574369430542,1.339506923159206e-07,2.058038262475748e-05,4.668023393605836e-05,5.789576675852004e-07,3.3210292258445406e-06,0.1681773513555526,6.421644798138004e-07,3.7838730349903926e-05
208,0,test,0.1694469451904297,0.0001727875642245,0.0001446197857148,0.0184813197702169,0.0002842724788933,2.996011971845292e-06,0.0005944555159658,0.0001179035170935,7.298050149984192e-06,0.0001828830427257,2.132425436229824e-08,3.660274614958325e-06,0.0374853983521461,3.25135516732189e-07,2.8212361939949915e-06,0.0001193333155242,4.463154823497462e-07,3.526723958202638e-05,0.0262483842670917,7.674859716644278e-07,4.459592162220361e-07
209,0,test,0.4282799065113067,0.0004416824085637,0.0002700984769035,0.1554183214902877,0.0004185983852948,1.2489827895478813e-05,0.0221009906381368,6.78005744703114e-05,2.45211340370588e-05,0.000252835714491,5.854548490447088e-08,3.673249011626467e-06,0.1273525655269622,2.892533643716888e-07,2.5584076865925454e-06,8.340545173268765e-05,1.2166923113454686e-07,5.394738309405511e-06,0.1057070046663284,8.477492769998207e-07,5.23900416737888e-06
210,0,test,0.2171225696802139,0.0005889714229851,0.0004966494743712,0.0801613852381706,0.0009120878530666,9.326446161139756e-06,0.037827268242836,0.0002388975699432,6.059354564058594e-05,0.0001112971367547,2.113994845842626e-08,2.32909314945573e-06,0.1959869414567947,3.604314713356871e-07,2.3504329874413088e-05,2.8590180590981618e-05,1.1417279210945709e-07,4.194279881630791e-06,0.1245893090963363,5.802619398309616e-07,8.336874088854529e-06
211,0,test,0.1552452743053436,0.0004630031762644,0.0005709175020456,0.1509173661470413,0.0001255135139217,2.7499649149831384e-05,0.173422709107399,0.000425574631663,0.0003540049656294,7.720774010522291e-05,2.083582906209358e-08,8.141960279317573e-06,0.3162025511264801,4.722023447811808e-07,1.5892508599790744e-05,1.5999872630345635e-05,3.151375693732916e-08,1.5653162336093374e-05,0.0570275224745273,1.0459486787794958e-07,4.563845322991256e-06
212,0,test,0.1183698251843452,0.0021756899077445,0.0004688155604526,0.2224239408969879,0.0096022328361868,1.1711600791386445e-06,0.0038199927657842,3.890529114869423e-05,1.855275513662491e-06,5.197232894715853e-06,2.106904872789528e-08,2.9036590376563254e-07,0.0499703474342823,3.494037059681432e-07,1.6687397874193266e-05,4.015555077785393e-06,1.0704194863819796e-07,5.208744937590382e-07,0.0201684553176164,2.509462433408771e-07,1.7497604858363047e-06
213,0,test,0.2665883898735046,0.0003074821142945,0.0020660262089222,0.1751439422369003,0.0003161112254019,0.0003003202727995,0.0937106907367706,0.0001739015278872,0.0001555257622385,1.2775774848705623e-05,1.0154537655182594e-08,2.7703531912948165e-08,0.0884541571140289,1.059382157109212e-06,4.787096372638189e-07,0.0001102974711102,7.767936693880986e-08,3.952186943934066e-06,0.5801734328269958,1.44066746088356e-07,5.6240978665300645e-06
214,0,test,0.176409974694252,0.0002841798122972,8.891597099136561e-05,0.0008361179498024,5.820137448608875e-05,1.844735152189969e-06,0.0006344009889289,3.5773118725046515e-05,3.875863967550686e-06,1.4469363804892057e-06,9.253752430993243e-09,4.266942710273725e-07,0.0141463242471218,2.829717686836375e-07,2.4384501102758804e-06,2.7900632630917244e-06,3.317036316730082e-07,1.2455803698685486e-05,0.0393401980400085,3.636366727732821e-07,1.9871574750141008e-06
215,0,test,0.2145431935787201,0.0001571447501191,0.0003311245818622,0.1189478412270546,0.0001698262785794,1.664798764977604e-05,0.0184263065457344,2.014966230490245e-05,0.0001143978297477,0.0002183456381317,7.062705531524216e-09,1.2280603414183131e-06,0.2722533345222473,3.143424578411214e-07,6.430610937968595e-06,3.663299594336422e-06,1.9453612054576297e-08,1.7446408264731872e-06,0.0321648307144641,8.35455296055443e-08,2.832727886925568e-06
216,0,test,0.1965294182300567,0.0033599697053432,4.321907181292772e-05,0.1625123471021652,0.0015486618503928,4.987230113329133e-07,0.0010064026573672,0.0007563703693449,2.231864755231072e-06,3.806036329478957e-05,2.198676298803548e-07,1.6467203067804803e-06,0.0225927010178565,9.353573204862188e-07,4.824768211619812e-07,8.138914563460276e-05,1.3796347957395485e-06,8.704065294296015e-06,0.08432487398386,3.274580649303971e-06,8.877532309270465e-08
217,1,test,0.085275262594223,0.0003849522618111,0.0008984475862234,0.035062164068222,0.0003607431717682,2.400179255346302e-06,0.0047445106320083,4.491677827900276e-05,4.127808551857015e-06,1.3726685210713183e-06,6.675072494743972e-09,4.711102974397363e-07,0.0137360151857137,1.4693500816065352e-07,8.996768883662298e-06,3.909824954462238e-06,1.3273711374495178e-07,1.865662682121183e-07,0.0404562354087829,8.563485494050838e-07,7.919130098343885e-07
218,1,test,0.2698277533054352,0.0006043052999302,0.0003591650165617,0.0121021494269371,0.0002382639795541,6.223197124199942e-05,0.0330984443426132,0.0001584693236509,5.798598067485728e-05,7.630901382071897e-05,3.227352607382272e-08,1.8322121775327105e-07,0.1459410488605499,6.020018759045342e-07,7.776920938340481e-06,8.535302913514897e-05,2.538000103413651e-07,1.3468975339492315e-06,0.1828351616859436,4.0472897921972617e-07,2.955153604489169e-06
219,1,test,0.1882870495319366,0.0010386473732069,0.001666136784479,0.0251608528196811,0.0015071335947141,8.800690557109192e-05,0.0293152928352355,0.0013119927607476,0.0002593846584204,2.7686655812431127e-05,9.525637167939749e-09,6.888055459342013e-09,0.0445344522595405,1.635972353142279e-07,3.3451462968514534e-06,1.605319084774237e-05,1.259379303064634e-07,1.0790770232915749e-07,0.0324832983314991,1.7503062110790782e-08,5.659943553837365e-07
220,0,test,0.2434220761060714,0.0008465744322165,0.0001649451587582,0.0060829436406493,0.000804086914286,3.200556875526672e-06,0.0003234812174923,1.0051273420685902e-05,4.618249295162968e-05,3.001134700753028e-06,6.708540212230218e-08,7.642027526344464e-07,0.0532823950052261,3.9578947053087177e-07,1.0918440239038318e-05,7.347215159825282e-06,4.818035449716263e-06,1.1980038152614725e-06,0.0259074363857507,3.338203953262564e-07,2.8763076898030704e-06
221,1,test,0.1523455828428268,0.0002971885260194,0.0002411106688668,0.0150982877239584,0.0002942366991192,9.47678017837461e-06,0.0028698430396616,1.6647569282213226e-05,5.393325409386307e-05,6.624720185754995e-07,1.5315414714223152e-08,9.858184967015404e-06,0.0022198045626282,2.569616128766939e-07,1.947342389030382e-05,4.672849911457888e-07,1.4855710439576342e-08,9.58529994932178e-07,0.0079215057194232,6.272680366237182e-07,5.072267867944902e-06
222,0,test,0.2811182737350464,0.0003535489668138,3.310177635285072e-05,0.101520337164402,0.0002555456303525,3.535718406055821e-06,0.0225185174494981,6.437422416638583e-05,1.0527849553909618e-05,0.000480998220155,1.9299420728202683e-08,6.706363365083234e-06,0.3010053634643554,1.3318221192548665e-07,4.967737186234445e-05,5.485077417688444e-05,2.812776642713289e-07,5.75288186155376e-06,0.2028133422136306,1.119590251619229e-06,4.432009973243112e-06
223,0,test,0.1827263087034225,0.0014106816379353,0.0003339692484587,0.1562528312206268,0.0010152759496122,3.1301110539061483e-06,0.016217278316617,0.000108232779894,5.240579412202351e-06,1.9613944459706545e-05,3.3649072861408065e-08,4.542944589047693e-05,0.0114675927907228,1.131245284113902e-07,1.7207301425514743e-05,8.96941674000118e-06,8.82883455233241e-08,8.029574019019492e-06,0.021847303956747,1.0701820229996885e-07,3.049165115953656e-06
224,0,test,0.2238342612981796,0.0003129309625364,0.0007441053166985,0.1618950515985489,0.0002533854567445,1.2547168807941487e-05,0.1824138760566711,0.0007482498767785,0.0001193608622997,0.0001951083104358,1.411612657875594e-07,3.750212727027247e-06,0.3101789057254791,1.473799102313933e-06,2.885716821765527e-05,4.3473541154526174e-05,2.0226852370797133e-07,2.3251259335665964e-06,0.1541771590709686,7.240855097734311e-07,3.276830739196157e-06
225,1,test,0.1460863947868347,0.0015577309532091,0.0003542796766851,0.0766093954443931,0.0039806580170989,8.616306331532542e-06,0.0304170995950698,0.0148820588365197,4.727274244942237e-06,2.3536036678706296e-05,1.917706242693385e-07,5.05003242778912e-07,0.0255538783967494,5.052641427027993e-06,5.760252406616928e-06,7.333851499424782e-06,2.639719411945407e-07,2.276900090691925e-07,0.0288941990584135,9.814923487283522e-07,1.3107056702210684e-06
226,0,test,0.1171311065554618,0.0023018489591777,0.0003510150709189,0.4627415835857391,0.0420181974768638,1.1969484603469027e-06,0.1697438657283783,0.0078140357509255,1.9452738797554048e-06,7.504401764890645e-06,2.019296971411677e-06,2.467556441843044e-06,0.0311906207352876,3.640027216533781e-06,1.922550609378959e-06,7.13187109795399e-05,7.941644639686274e-07,4.354228167358087e-06,0.1332931518554687,2.268502043989429e-07,7.871528282521467e-07
227,1,test,0.1529546529054641,0.001161768566817,0.0001256430841749,0.1297165304422378,0.0101173836737871,1.2623717111637234e-06,0.0246702637523412,0.0050418968312442,2.8596186893992126e-06,1.5721814634162e-05,3.601757825322238e-08,1.0258352176606422e-06,0.0274487975984811,7.584328187704159e-08,5.437145773612428e-07,2.141473305528052e-05,7.302381277440873e-07,2.5291124075010885e-06,0.1026352569460868,2.539647994126426e-07,4.032062577152829e-07
228,1,test,0.3574523031711578,0.0003534345887601,0.0014641667949035,0.0533432289958,0.0001149836461991,4.629159775504377e-06,0.0031849534716457,1.4444080079556444e-05,0.0001588748273206,6.578226020792499e-05,1.162043048452688e-07,1.491331858005651e-08,0.0238295327872037,3.106918029516237e-07,2.506017381165293e-06,8.176391929737292e-06,3.547637561496231e-07,1.5678706688504462e-07,0.0320412777364254,1.1397005437174812e-06,4.2614924495865125e-06
229,0,test,0.064195729792118,0.0106289265677332,0.0039602383039891,0.1450675278902053,0.0168663263320922,6.991466943873093e-05,0.0452465824782848,0.0008012147736735,5.7044289860641584e-05,5.526568565983325e-05,4.695759869832728e-08,2.427004019978085e-08,0.0839180722832679,5.308242521095963e-07,3.4788802167895483e-06,3.112055082965526e-06,2.636514864207129e-07,4.0628165720590914e-08,0.093141995370388,1.604465040827563e-07,1.0665731764447629e-07
230,0,test,0.3292813301086426,0.0006374907679855,0.0002388877037446,0.2019947916269302,0.0002139824209734,8.63166951603489e-06,0.0651828497648239,7.47135782148689e-05,0.0001144628986367,0.0001428673567716,2.836663099969883e-07,1.2659318599617109e-05,0.1913425028324127,2.535729208830162e-07,8.172262823791243e-06,7.246409222716466e-05,5.730517500524002e-07,6.235269393073395e-05,0.0526534616947174,5.158058797860576e-07,3.555647481334745e-06
231,1,test,0.1104927733540535,0.0013185353018343,0.0003552791022229,0.0117295645177364,0.0024459406267851,1.3282298141348292e-06,0.0003107973607257,0.000344036554452,5.930563020228874e-06,9.026691986946388e-05,6.358300765896274e-07,6.05664899921976e-06,0.0786265507340431,1.7834476011557854e-06,1.4037203072803097e-05,0.0001284720929106,5.640017661789898e-07,8.384440093323065e-07,0.2546053528785705,3.81136806026916e-06,9.590930858394131e-07
232,1,test,0.0290496982634067,0.0012613566359505,1.5318908481276594e-05,0.0101380096748471,0.0001029103295877,2.55945133176283e-06,0.0018534106202423,4.698833436123096e-05,2.8664235287578776e-06,0.0001221472339238,2.304625752458378e-07,2.1120274595887167e-06,0.0370448753237724,2.0206847750614545e-07,8.672056537761819e-06,0.0001688537886366,1.0354467576689783e-06,1.3035651136306114e-06,0.1275208294391632,1.987478754017502e-06,9.693196716398234e-07
233,0,test,0.3841369152069092,0.0002329386916244,0.0010305796749889,0.4843169450759887,0.0005288991960696,5.123737355461344e-05,0.3435294330120086,0.0003645710239652,0.0004762771131936,6.264561670832336e-05,1.4817110205456174e-08,3.864527968744369e-07,0.2777361571788788,2.247085006956695e-07,1.846085615397897e-05,1.1160410394950304e-05,6.819352904585686e-08,6.159679060147027e-07,0.5783713459968567,1.5839997047351062e-07,2.5298202217527432e-06
234,1,test,0.1452217400074005,0.0003197377372998,0.0001903537631733,0.2768238186836242,0.0075931828469038,7.798117849233677e-07,0.124800831079483,0.0089695109054446,1.6276917449431494e-06,7.1465633482148405e-06,3.269369415193069e-07,2.5250187718484085e-06,0.0748018473386764,2.111793975245746e-07,6.5475283008709084e-06,1.996159335249104e-05,1.3242653551515104e-07,2.865290525733144e-06,0.1788805872201919,6.378386956384929e-07,6.269216100918129e-06
235,0,test,0.0611010901629924,0.0053649917244911,0.0024102448951452,0.0370695404708385,0.0124766016378998,4.914119017485064e-06,0.0109629333019256,0.0013537189224734,2.180362935177982e-05,4.041985448566265e-06,1.555532591623887e-08,3.8339763364092505e-07,0.0127319246530532,1.0123139304596408e-07,1.8387061118119163e-06,7.591257599415258e-05,8.449516144537483e-07,9.3263151939027e-06,0.0384656712412834,4.08905151516592e-07,1.4008692232891915e-06
236,0,test,0.0775042697787284,0.0012588830431923,6.880822184029967e-06,0.1730701625347137,0.0035977519582957,2.481049023117521e-06,0.0244385488331317,0.0002926932647824,3.1846441288507776e-06,7.317469680856448e-06,1.7172830268918915e-08,5.117761929795961e-07,0.0109475646167993,2.646017662755185e-07,1.291686317017593e-06,2.937703538918868e-05,1.1669824289128885e-06,2.289575604663696e-06,0.0398678556084632,5.558767384172825e-07,4.290662900530151e-07
237,0,test,0.2277694046497345,0.0015035475371405,0.0003880499571096,0.3710387051105499,0.0007372548570856,6.16822944721207e-06,0.0091037945821881,5.704201248590834e-05,3.220686039639986e-06,1.367535332974512e-05,1.797381088408656e-08,1.3260172693208008e-07,0.0157918278127908,2.3197884502224042e-07,5.144716851646081e-06,2.164831585105276e-06,4.018229660118777e-08,9.60470629252086e-07,0.023683937266469,1.9675637474847465e-07,4.1988039356510853e-07
238,0,test,0.2000436633825302,0.0023086208384484,0.0005510980263352,0.2546643912792206,0.0021354602649807,0.0001023393488139,0.0617477968335151,0.0001016518508549,3.457595448708162e-05,1.5208247532427777e-05,4.490811722490662e-09,2.0548040424728242e-07,0.0367833115160465,1.817396935166471e-07,9.382083590026014e-06,7.022060890449211e-05,1.1258206455977417e-07,3.051281737498357e-06,0.0325006693601608,8.090687515505124e-07,4.342329305018211e-07
239,0,test,0.0252217687666416,0.0010215785587206,0.00011718829046,0.0355545170605182,0.0007303673191927,3.462508630036609e-06,0.0035093224141746,4.230019840179011e-05,3.819184257736197e-06,1.4827252925897484e-05,1.0578131792726708e-07,3.0413638274495725e-10,0.0028169183060526,2.4820599264785415e-07,3.291713568387422e-08,1.3798543250231887e-06,8.329485723379548e-08,7.950073950269143e-07,0.0102706840261816,3.069634431085433e-07,1.161841254315732e-07
240,1,test,0.1125979050993919,0.0006432181689888,0.0004061441868543,0.0052225673571228,7.314504910027608e-05,1.3410606698016636e-05,0.0104496972635388,8.714510477147996e-05,1.5660805729567073e-05,3.9222577470354736e-05,1.8501512499824457e-07,2.848688200174365e-05,0.0451922751963138,4.450594985883072e-07,6.623300578212366e-05,3.0692248401464894e-05,2.607409612664924e-07,1.0599975212244315e-05,0.0467977114021778,2.3954814309945505e-07,1.1660270502034107e-05
241,1,test,0.1194787919521331,0.0004578687658067,5.0165897846454754e-05,0.0130057903006672,3.755116631509736e-05,7.383960564766312e-06,0.0010866803349927,1.3294306882016826e-05,4.553212420432829e-05,0.0001160492247436,7.053349122543295e-07,3.925292185158469e-05,0.0541777499020099,6.414023800971336e-07,1.6296671674354002e-05,1.9636156139313243e-05,3.880772112552222e-07,1.956289224835928e-06,0.0236389487981796,1.486263698780022e-07,2.756045660134987e-06
242,0,test,0.0502630099654197,0.0047333841212093,0.0005160837899893,0.4453558921813965,0.0030612582340836,3.06530841953645e-06,0.1249418631196022,0.0016692461213096,2.3237741970660863e-06,2.925925400631968e-05,2.504171163764113e-07,6.411601134459488e-06,0.0643659234046936,9.346853175884462e-07,4.065465873281937e-06,2.229409437859431e-05,3.128355672288308e-07,3.867355189868249e-05,0.1522565931081771,3.247402844408498e-07,3.491950337775052e-07
243,0,test,0.1960784941911697,0.0016883278731256,3.726936483872123e-05,0.3738734722137451,0.0009788153693079,2.9185796392994234e-06,0.2126040756702423,0.0013751710066571,1.2622531357919796e-05,6.078709702705965e-05,4.574752665575943e-07,3.011276987763267e-07,0.2045358568429947,1.6697755711447829e-07,5.022256573283812e-06,2.423116529826075e-05,2.6051611712318845e-07,1.268330606762902e-06,0.4975530505180359,8.447959771729074e-07,3.791902145167114e-06
244,1,test,0.341806948184967,0.000973840826191,0.0003481406311038,0.0892429798841476,0.0002635916171129,2.864163889171323e-06,0.0128959082067012,4.1918221540981904e-05,2.117789335898124e-05,0.0001483896630816,3.605197775868874e-07,8.728524335310794e-06,0.033467162400484,2.1336848021746849e-07,3.114661012659781e-05,3.194565579178743e-05,9.065564654520133e-08,3.989747256127885e-06,0.0603053495287895,5.785330472463102e-07,8.032760888454504e-06
245,0,test,0.1160959899425506,0.00081838585902,0.000153842367581,0.0018965672934427,0.0005701970076188,4.417970103531843e-06,0.0003042632015421,1.7834385289461352e-05,9.08210568013601e-05,1.000501356429595e-06,4.0177109639216724e-08,4.982258019481378e-07,0.0396458655595779,3.386919047443371e-07,1.2169211913715117e-05,1.474514192523202e-06,7.584301897622936e-07,1.5932012331632e-07,0.0193216558545827,2.8912813831993844e-07,3.094909061474027e-06
246,1,test,0.1226183250546455,0.0001853061548899,0.0001847076637204,0.0534789636731147,0.0001326077617704,6.75027831675834e-06,0.01112328376621,5.437566869659349e-05,2.9209033527877185e-05,0.0001517541677458,1.1758613709389465e-06,2.604308065201621e-06,0.0410793386399745,4.709379766154598e-07,1.5130277461139484e-05,0.0001811325928429,8.883495752343151e-07,6.645873895649856e-07,0.0581819899380207,8.27126314106863e-07,2.812404034102656e-07
247,0,test,0.0755051374435424,0.0005595283000729,0.0005124820163473,0.312488317489624,0.0014239921001717,2.716107928790734e-06,0.1890197694301605,0.0002874503261409,4.987552983948262e-06,1.727587186906021e-05,5.82309063190678e-08,4.188608727417886e-05,0.0702306628227233,8.709173471288523e-07,2.1933738025836647e-06,5.2228292588552e-06,6.810027741721569e-08,8.732384594623e-05,0.1838555634021759,3.19005096116598e-07,7.565475357296236e-07
248,1,test,0.2034856081008911,0.0006186377140693,0.0002625455963425,0.2982735931873321,0.0011936166556552,5.075795706943609e-05,0.0436175763607025,0.0011812233133241,0.0001177470694528,4.052882650285028e-05,4.7903391475756514e-08,7.480999784093001e-07,0.032563243061304,2.0466471539748454e-07,1.175635406980291e-05,2.6112671548617072e-05,1.1007891771441791e-06,7.320113581954502e-07,0.2285958975553512,2.1334917619242333e-06,2.3419802346325014e-06
249,0,test,0.1889492869377136,8.326519309775904e-05,0.000147843195009,0.0250191539525985,4.330280717113055e-05,1.9938985133194365e-05,0.0032448321580886,6.24015547145973e-06,0.0002955103991553,8.866472853696905e-06,3.5216597638054736e-08,2.301578660990345e-07,0.0692802965641021,1.9327843858718557e-07,9.310578207077924e-06,4.800048191100359e-05,5.57258886146883e-07,1.0022118885899545e-06,0.0297142509371042,1.662927360257527e-07,4.758786644742941e-07
250,0,test,0.3869927525520324,0.0001680492277955,0.001801943173632,0.4513692855834961,0.0004556911881081,3.141652268823236e-05,0.4785363376140594,0.0005824027466587,0.0002016707585426,0.0001168261951534,5.3438618863310694e-08,4.901978059024259e-07,0.3152328729629516,7.81236906277627e-07,9.722574759507552e-06,0.0003078557492699,4.940143298881594e-07,1.871243330242578e-05,0.397147923707962,1.281335471503553e-06,9.524970323582238e-07
251,0,test,0.2097188085317611,0.0002891665208153,0.002995672635734,0.2782086730003357,0.0005168325151316,0.0001605809811735,0.0440959781408309,0.0001782405015546,0.0002691792615223,8.30182689242065e-05,6.505079142016258e-08,4.362283050340921e-07,0.1066944152116775,3.705878555138042e-07,8.257244189735502e-06,1.009570678434102e-05,1.245991256837442e-07,1.4287979865912348e-06,0.080540157854557,6.890787176416779e-07,4.821841230295831e-06
252,0,test,0.0789414569735527,0.0003582423087209,0.0004273001104593,0.2421032935380935,0.0005880133830942,4.222973439027555e-05,0.0103117693215608,0.0001211837443406,6.133753777248785e-05,0.0002151742082787,2.8450909894672805e-07,2.4246132852567825e-06,0.2518799006938934,6.948135364837071e-07,8.236904977820814e-05,0.0002993835951201,3.706390998559073e-07,1.90525552170584e-05,0.4731610417366028,1.0721059879870154e-06,4.029417141282465e-06
253,0,test,0.412467211484909,0.000318719597999,0.0014897841028869,0.3881609141826629,0.0003887897473759,0.0001009987026918,0.030874777585268,0.0001022446667775,0.0005669116508215,0.0001396497100358,7.559556536307356e-08,7.606664894410642e-06,0.2901081442832947,3.02277783248428e-07,1.492184674134478e-05,1.6955136743490584e-05,1.211552103086433e-07,2.1789654056192376e-05,0.1307401955127716,4.589786044562061e-07,6.730703717039432e-06
254,0,test,0.1488930732011795,0.000167734659044,0.0025709429755806,0.0298352669924497,8.818471542326733e-05,8.376608457183465e-05,0.0080161374062299,9.12156465346925e-05,0.0003930016828235,7.314719368878286e-06,1.840843033562578e-09,1.0584861229290254e-05,0.0230865776538848,4.481368520714568e-08,1.3661964658240322e-05,2.23557776735106e-06,1.619230083349521e-08,2.0857314666500315e-06,0.023689841851592,4.279578647015114e-08,3.049680799449561e-06
255,0,test,0.1341570615768432,0.0024268068373203,0.0008164531900547,0.0217168740928173,0.0170115362852811,1.4771815585845616e-05,0.0024931586813181,0.0014865468256175,0.0001413000136381,5.355931352823973e-05,3.7217187554006166e-08,2.1890630250709364e-06,0.2958080768585205,1.969757477127132e-06,3.154593650833704e-05,1.3641594705404714e-05,1.1291852786143865e-07,2.5023209673236124e-06,0.1524526625871658,5.78076537749439e-07,2.6859320314542856e-06
256,0,test,0.1925923228263855,0.0002237103180959,0.0004321358865126,0.1078209429979324,0.0004058384802192,9.45438296184875e-06,0.0065598525106906,6.5303647716064e-05,2.8666374419117343e-05,0.0004826260556001,3.135098438633577e-07,9.521771971776616e-06,0.1420495063066482,7.688186656196194e-07,2.0845171093242243e-05,0.000243276823312,3.716180003721093e-07,2.9975956294947537e-06,0.2861123085021972,8.613597515250149e-07,1.0098260645463597e-06
257,0,test,0.2457346618175506,0.0003079356101807,0.0007798309670761,0.2070373892784118,0.0002456678193993,3.4138203773181885e-05,0.1365926563739776,0.0001422276545781,0.0002821090456563,0.0001879326446214,8.649939076121883e-08,1.2605861456904677e-06,0.4229753911495209,1.2053455975546967e-06,2.0724219211842865e-05,1.962858186743688e-05,7.220668862828461e-08,2.4240603124781046e-06,0.1237632557749748,4.480584721022751e-07,7.859977813495789e-06
258,0,test,0.1476836949586868,0.0001592070329934,0.0019443046767264,0.0244598314166069,5.325418533175253e-05,1.8762783611236955e-06,0.0057167946361005,2.487064739398193e-05,4.5870692702010274e-05,0.0004508976417127,1.0045788911838829e-07,1.4426198504224884e-05,0.1460439413785934,2.60511598071389e-07,3.1777228741702856e-06,0.0005739411571994,4.409862697229984e-07,2.3416243948304327e-06,0.5375650525093079,6.301870030256396e-07,8.645477578284044e-07
259,0,test,0.2537867426872253,0.000435196008766,0.0015324018895626,0.1699139773845672,0.0002365500840824,1.586737016623374e-05,0.1555941700935363,0.0003855600371025,0.0006276399362832,9.265255357604474e-05,1.0832423669171477e-07,3.590613005144405e-06,0.2001019269227981,4.445576564648946e-07,5.682220580638386e-05,2.641631363076158e-05,4.648120182082494e-07,1.0694615184547729e-06,0.0536643303930759,7.044882295303978e-07,8.660204912303016e-06
260,0,test,0.2944360673427582,0.0003853205707855,0.0018209957052022,0.1269830614328384,0.000100576900877,2.104219311149791e-05,0.0554402135312557,2.873517405532766e-05,2.310285890416708e-05,0.0003796431410592,2.0795363653292043e-08,1.0466244020790327e-05,0.4213856160640716,8.139920737448847e-07,4.351914412836777e-06,0.0001768238726072,2.6116188678315666e-07,2.647618748596869e-05,0.1771863847970962,7.820818836989929e-07,3.848187134281034e-06
261,0,test,0.2726203799247741,0.0002271813573315,0.0010765538318082,0.1258480846881866,0.0001917606423376,5.310730921337381e-05,0.0121530042961239,3.905197081621736e-05,0.0001616776135051,8.856720523908734e-05,1.2943038996127148e-07,1.095908260140277e-06,0.2655999362468719,9.533338243272738e-07,3.1736435630591586e-05,8.809904829831794e-05,2.0636944952912017e-07,3.507472001729184e-06,0.0189613979309797,4.043548926802032e-07,5.656982011714717e-06
262,0,test,0.2139852792024612,0.000311528914608,0.00016670676996,0.0602679401636123,0.0004736414120998,2.676478288776707e-06,0.0101276403293013,9.57885931711644e-05,4.143671048950637e-06,0.0001883648510556,1.0879354306325697e-07,8.098223042907193e-05,0.0818971022963523,7.33998604118824e-07,5.950583727099001e-06,0.0001370757818222,1.8296684345386893e-07,1.0195808499702252e-05,0.2393929362297058,1.5702487417001976e-06,1.977476244974241e-07
263,0,test,0.190738245844841,0.0009430991485714,0.0004456783353816,0.0675096213817596,0.0007007722160778,1.825479375838768e-05,0.0439347550272941,6.594842852791771e-05,8.09411722002551e-05,0.0001336140558123,2.6427690258401533e-08,1.878320063042338e-06,0.2190291583538055,7.015839855739614e-07,3.1321149435825646e-05,1.2524846169981174e-05,7.513921929103162e-08,3.3374299164279364e-06,0.1144129112362861,4.3399134597166267e-07,6.084661436034367e-06
264,0,test,0.4786851704120636,0.0001480331993661,0.0001124398550018,0.2357968389987945,0.0001093675018637,5.71711098018568e-06,0.2469209879636764,0.0002316813333891,0.0002025326393777,0.0002397257048869,2.017706322021695e-07,2.0231948383298004e-06,0.3072945475578308,4.642292310563789e-07,5.454589427245082e-06,4.868838368565776e-05,3.089510869358492e-07,3.760623030757415e-06,0.0662798210978508,9.962782314687502e-07,9.785924703464843e-06
