uid,stance,set,distilbert-base-uncased_because,distilbert-base-uncased_since,distilbert-base-uncased_as,distilbert-base-uncased_for,distilbert-base-uncased_given,distilbert-base-uncased_with,distilbert-base-uncased_so,bert-base-uncased_because,bert-base-uncased_as,bert-base-uncased_since,bert-base-uncased_for,bert-base-uncased_with,bert-base-uncased_given,bert-base-uncased_so,bert-large-uncased_because,bert-large-uncased_as,bert-large-uncased_since,bert-large-uncased_for,bert-large-uncased_with,bert-large-uncased_given,bert-large-uncased_so,roberta-base_because,roberta-base_as,roberta-base_since,roberta-base_for,roberta-base_given,roberta-base_with,roberta-base_so,xlm-roberta-base_because,xlm-roberta-base_since,xlm-roberta-base_as,xlm-roberta-base_for,xlm-roberta-base_with,xlm-roberta-base_given,xlm-roberta-base_so,roberta-large_because,roberta-large_as,roberta-large_since,roberta-large_given,roberta-large_for,roberta-large_with,roberta-large_so,xlm-roberta-large_because,xlm-roberta-large_since,xlm-roberta-large_as,xlm-roberta-large_for,xlm-roberta-large_with,xlm-roberta-large_given,xlm-roberta-large_so
300,1,test,0.4535847008228302,0.0675306022167205,0.045857023447752,0.000561520922929,7.876374729676172e-05,0.0001557980722282,0.0027735787443816,0.389106810092926,0.1654951721429824,0.050480306148529,0.000752993975766,0.0006103615742176,0.0001144779962487,0.0139280343428254,0.5586268305778503,0.2842943966388702,0.1135587319731712,0.0009186386596411,2.3666110791964456e-05,3.62861501344014e-05,0.0163533426821231,5.976861939416267e-05,2.657497861946468e-05,2.075008296742453e-06,8.77998544979164e-08,3.8266303903355954e-08,1.5473455849956963e-09,5.767752736574039e-05,0.1827118694782257,0.0172685403376817,2.4163731723092496e-05,1.8767956078136202e-07,9.248908838799252e-08,2.909610152812548e-08,2.01967286557192e-05,0.0001053098894772,1.58439561346313e-05,1.3643502825289032e-05,1.1876169310198748e-06,8.128025541509487e-08,7.2368271375466975e-09,1.1478003216325304e-05,0.6632276773452759,0.0426400788128376,9.601229066902306e-06,4.6412704790554926e-08,3.0267408135387086e-08,4.157993949149841e-09,7.22811819287017e-06
301,1,test,0.1933515071868896,0.048574760556221,0.0379905477166175,0.0008733780123293,5.042300108470954e-05,8.533744403393939e-05,0.0078744618222117,0.2766916751861572,0.0969667732715606,0.0647053942084312,0.0005760397179983,0.0001165446446975,3.428946001804434e-05,0.0078243892639875,0.3932141065597534,0.1813084334135055,0.0548361279070377,0.0020594762172549,3.065176497329958e-05,1.830049222917296e-05,0.002633546013385,7.732602534815669e-05,3.435796088524512e-06,2.0430477434274508e-06,1.729966925267945e-07,8.003841145409751e-09,9.586887950163714e-10,1.9407866602705326e-06,0.1402161568403244,0.0065995058976113,2.220281430709292e-06,1.732437482360183e-07,2.1662087235085892e-08,4.744246773213945e-09,6.048359409760451e-06,0.0001374717248836,6.741262950527016e-06,1.5246758948705974e-06,4.21074055623194e-08,7.72122632497485e-08,4.9563357862325574e-09,3.0391878681257367e-05,0.5223545432090759,0.013489730656147,1.6395180182371405e-06,1.1147700718083797e-07,2.1155333485012303e-08,1.5276019338372744e-09,1.2356910872313165e-07
302,1,test,0.2496047914028167,0.0591661967337131,0.0629261285066604,0.0019415265414863,4.034924131701701e-05,0.0001737903512548,0.014369866810739,0.3798207342624664,0.1736407279968261,0.0775224864482879,0.0012996018631383,0.0007252704817801,0.0001708619383862,0.025013480335474,0.2149109244346618,0.4929696917533874,0.133218452334404,0.0011171350488439,0.0001431629643775,1.974792576220352e-05,0.0709903910756111,1.2748354492941871e-05,1.6993144527077675e-05,4.34296407547663e-06,1.1866159610463001e-07,2.8488777559232403e-08,9.219375263214147e-10,2.917414894909598e-05,0.1151009872555732,0.0142692942172288,1.6297823094646446e-05,2.317941039109428e-07,1.3453033886889898e-07,7.967797088781481e-09,7.537142664659768e-06,7.41260009817779e-05,7.723627277300693e-06,8.896558028936852e-06,3.72016899063965e-07,1.7455970890978282e-08,4.22620693996123e-09,3.0119028451736085e-05,0.0944753140211105,0.0112285921350121,4.165890175045206e-07,1.3675166599114166e-07,1.1327557558615808e-07,2.2245110198326756e-09,3.110366435521428e-07
303,1,test,0.1706153154373169,0.0430927276611328,0.0693252086639404,0.0014806480612605,4.6087883674772456e-05,6.470020161941648e-05,0.0003160311898682,0.1276987195014953,0.069175861775875,0.0238469447940588,0.0010655676014721,0.0001815587020246,2.982686601171736e-05,0.0054815877228975,0.0102218436077237,0.008734930306673,0.0015491393860429,0.001885037170723,0.0002523750590626,4.478792561712908e-06,0.0152038168162107,7.065965473884717e-05,3.906714937329525e-06,3.228668674637447e-06,2.580365503490612e-07,7.059767881401058e-09,2.301564716589155e-09,0.0001527066342532,0.0364874824881553,0.0005993955419398,3.461102460278198e-05,3.493359827189124e-06,2.440264665892755e-07,1.781742398065944e-08,6.482500793936197e-06,8.657849684823304e-05,8.138257726386655e-06,2.754932438620017e-06,7.23574160588214e-08,1.1033104385660408e-07,4.752595650359126e-09,0.0004505377728492,0.7077953815460205,0.0178910158574581,2.543557911849348e-06,2.1715719000781064e-08,9.233890096993493e-09,5.128522606590025e-10,1.074939518730389e-06
304,1,test,0.3194828331470489,0.0807604268193245,0.0391923747956752,0.0013270317576825,0.0003618662594817,0.0001071059814421,0.020630694925785,0.3132873773574829,0.0386332683265209,0.0370056182146072,0.0006148800021037,4.893355071544647e-05,2.2146670744405128e-05,0.0355613082647323,0.366856187582016,0.0367893762886524,0.033806674182415,0.0018879779381677,5.249391688266769e-05,1.0656694030330982e-05,0.006659694481641,6.643373490078375e-05,7.512948741350556e-06,1.128304347730591e-06,7.065416411933256e-07,2.356226991295784e-09,1.5248210472051935e-09,1.2359951142570935e-06,0.1415698230266571,0.0007701562717556,3.845439550786978e-06,2.457444736592152e-07,2.225389295062996e-08,9.42112499124903e-10,9.209258678311016e-06,0.0001538758951937,1.918956058943877e-06,2.5155591174552683e-06,3.172437246234949e-08,4.5481566957050745e-08,2.004168164759789e-09,1.0680662853701506e-05,0.8317006230354309,0.0203965455293655,1.3881855238651042e-06,7.03116924682945e-08,6.3203917655130234e-09,7.392666478978072e-10,1.0628014024405277e-06
305,1,test,0.3215319514274597,0.055723387748003,0.0359011180698871,0.0009071819367818,0.0001699635758996,6.796931847929955e-05,0.0186159312725067,0.2795854210853576,0.1096339225769043,0.0685235187411308,0.0005506344605237,0.0001673948427196,3.241852391511202e-05,0.0462677739560604,0.3824307322502136,0.1080806404352188,0.0881201848387718,0.0009553043637424,6.086226494517177e-05,1.484233325754758e-05,0.0209133513271808,5.799569407827221e-05,4.820809863304021e-06,2.9572145194833865e-06,4.023271173991816e-07,1.7760902082386565e-08,7.57384466254507e-09,3.1643045076634735e-05,0.1777117103338241,0.0048737535253167,4.049581548315473e-06,7.208835768324207e-07,1.475043859500147e-06,1.4514206725380065e-08,0.000103944010334,0.0001561423268867,4.361843366496032e-06,6.273726739891572e-06,1.0046318266176969e-07,4.358263083759084e-08,8.574533083560711e-09,0.0002137168048648,0.5063937902450562,0.0070149558596313,5.511431481863838e-06,2.128950313817768e-07,2.510249146325805e-07,4.1593040123188985e-09,3.143134745187126e-05
306,1,test,0.0429437905550003,0.0250580441206693,0.017723262310028,0.0003432609664741,4.254103623679839e-05,3.9122118323575705e-05,0.0166232846677303,0.0018308721482753,0.005449331831187,0.0009117822628468,4.081047518411651e-05,4.656113378587179e-05,2.731733502514544e-06,0.0021314499899744,0.0027427985332906,0.0058233602903783,0.0010454563889652,4.510196959017776e-05,5.99796294409316e-05,1.5895739124971442e-06,0.0042163874022662,1.0211726930720033e-07,2.6167897431150777e-06,1.4303886963773492e-08,3.7820937492938356e-09,1.3863947490033723e-10,2.6880773162929472e-09,1.0952358024951536e-06,0.0072373701259493,0.0030082045122981,5.15161127623287e-06,2.3543894656086203e-07,2.559119138823007e-07,1.4991970331834636e-08,8.251977305917535e-06,1.0511809023228125e-06,6.659552127530333e-06,1.3376505592077592e-07,3.595418851531917e-09,7.170670812683967e-08,7.856596084820924e-08,1.360088663204806e-05,0.015824319794774,0.0043803970329463,1.8314745830139145e-05,1.171734083982301e-06,4.272752903489163e-06,5.728897800594268e-09,2.9489929147530347e-06
307,1,test,0.0520251020789146,0.0098588457331061,0.0410699471831321,0.0026093660853803,9.461747686145829e-05,0.0014837619382888,0.0575176924467086,0.0615783892571926,0.0189666021615266,0.0046646976843476,0.0007936916663311,0.0001811592810554,1.7274449419346638e-05,0.0558723621070385,0.0180397666990757,0.0240307245403528,0.0032443117816001,0.0011588078923523,0.0001667389151407,6.280340130615514e-06,0.0333296656608581,1.7543876310810447e-05,3.0375824735529022e-06,7.77753427882999e-07,2.6353887960794964e-07,5.196755026304345e-09,2.33339036981306e-08,5.227418000686157e-07,0.0231411810964345,0.0017017009668052,5.955188044026727e-06,3.4763974809948195e-08,2.020700122784547e-07,4.083059224058161e-09,7.638860552106053e-06,2.457067603245377e-05,1.716507540550083e-05,2.2486924535769504e-06,1.7018878395447248e-07,2.7730476404030924e-07,7.038642735324174e-08,2.8219683372299187e-06,0.1086343303322792,0.0250453222543001,3.2434115837531863e-06,1.1577623837411013e-07,3.202748999342475e-08,9.19831488754852e-10,2.575967528173351e-07
308,1,test,0.0680838152766227,0.0112160546705126,0.048470389097929,0.0006382462452165,3.1301024137064815e-05,0.0007610092870891,0.0033488494809716,0.0472277663648128,0.0386791490018367,0.00467174872756,0.0002343089727219,0.0002505219599697,1.524161416455172e-05,0.0011092801578342,0.017849838361144,0.0634786412119865,0.0063172187656164,0.0001349172671325,0.0004818982561118,1.0230400221189484e-05,0.0025778778363019,2.018723535002209e-07,4.76301551088909e-07,1.0932751592918066e-08,3.589859520758409e-10,4.191179625578911e-10,5.427859495199527e-09,1.515607345936587e-05,0.0751357823610305,0.0128998020663857,8.34414913697401e-06,2.6700522681721853e-08,2.3035660490222654e-07,2.416140842953496e-09,2.941519778687507e-05,4.330458523327252e-06,2.0383583887451096e-06,5.641649067911203e-07,1.4203563125647636e-07,1.7206245317424873e-08,9.942647594129994e-09,1.7710566680761985e-05,0.0415697321295738,0.0115547757595777,7.146701364035835e-07,9.036026149544796e-09,3.847024387937381e-08,4.395279695756925e-10,4.010084012406878e-06
309,0,test,0.1706667989492416,0.030156098306179,0.0322174206376075,0.0032082283869385,6.080377715989016e-05,0.0005595214897766,0.0121366679668426,0.0789045244455337,0.0205625128000974,0.0093674277886748,0.0027762290555983,0.0007482265937142,1.4662800822407007e-05,0.0092010563239455,0.0499443039298057,0.0424881987273693,0.0097138360142707,0.0030213363934308,0.0003446874616201,8.488559251418337e-05,0.020621720701456,4.020600317744538e-05,9.17041143111419e-06,7.705447728767467e-07,1.5717508858870133e-06,3.386151092854561e-08,1.0330856525797573e-07,2.2007847292115912e-05,0.0496175736188888,0.0012933737598359,5.175843762117438e-05,8.764057383814361e-06,7.65774711908307e-06,6.559588427990093e-08,6.292304533417337e-06,5.408478318713605e-05,3.698460659506964e-06,8.538767133359215e-07,1.7453221090590887e-08,1.926134700624971e-07,8.657823968860613e-08,5.876750037714373e-06,0.1938834935426712,0.0347105115652084,7.648855535080656e-05,2.5887875381158665e-05,2.0392453734530136e-06,9.4963631624978e-08,6.781440333725186e-06
310,0,test,0.1287592351436615,0.0669818520545959,0.0832784995436668,0.0025189213920384,0.000173763706698,0.0008099016849882,0.0320365130901336,0.0005861376994289,0.8924489617347717,0.0001612919731996,8.733946742722765e-05,8.02509966888465e-05,4.238187614191702e-07,0.0193847734481096,0.0006858138367533,0.941509246826172,0.0003304735291749,6.735532224411145e-05,3.9899477997096255e-05,1.3841200825481792e-06,0.0417784079909324,1.0430642760184128e-05,1.852369314292445e-05,2.5715709739415615e-07,2.1410596673376858e-07,1.944968408551517e-09,1.451710418542973e-09,1.700738721410744e-05,0.0458716973662376,0.0067368820309638,4.069135684403591e-05,9.324785992248508e-07,1.7324164502952044e-07,4.130999986529105e-09,4.500475370150525e-06,1.401975850967574e-06,2.3260708985617384e-06,4.5687684746553714e-08,5.158045102149345e-10,4.955282850716003e-09,4.161321509599247e-09,1.708068339212332e-05,0.0715408697724342,0.0136549603193998,2.0991235487599624e-06,1.4807136494709996e-07,1.7812768149383373e-08,1.484416367603103e-09,4.04750295501799e-08
311,0,test,0.0519334971904754,0.0062400209717452,0.0214861594140529,0.0007720192661508,8.630153752164915e-05,0.0005544645828194,0.0014564625453203,0.105759173631668,0.0142443580552935,0.0091555612161755,0.0013832225231453,0.0001536086783744,3.351286068209447e-05,0.0202518217265605,0.0546352975070476,0.0120267374441027,0.0067746341228485,0.0005580678698606,2.6571979105938223e-05,5.441382654680638e-06,0.0044165109284222,2.478246096870862e-05,1.709140292405209e-06,1.7550935638155354e-07,1.674926437544855e-07,2.7661613444252e-08,1.3145513122481134e-08,1.51657332025934e-06,0.1960184574127197,0.0114272404462099,3.162821303703822e-05,2.273362497362541e-06,2.2270539830060443e-06,7.74390400692937e-08,1.3510698693153245e-07,2.4543882318539545e-05,1.7222586166099063e-06,1.5656769392080605e-07,1.5103154282769538e-08,1.963581581776453e-07,1.75088068488094e-08,4.511085535341408e-06,0.0543684028089046,0.0061979885213077,1.4626497204517364e-06,2.9295821946107026e-07,4.8861210188988486e-08,1.0907275971305808e-08,2.486414359736955e-06
312,0,test,0.0376173742115497,0.0040538772009313,0.0222086161375045,0.0004623996210284,3.0587198125431314e-05,0.0008370492141693,0.0379416868090629,0.0943773239850997,0.0277272015810012,0.0138547262176871,0.0005441849352791,0.0001729856594465,2.957294236693997e-05,0.0129704000428318,0.0614385530352592,0.0490233674645423,0.0284265540540218,0.0002725210506469,9.891132503980772e-05,9.757281986821909e-06,0.0470671989023685,7.404603820759803e-05,6.455402399296872e-06,9.616636589271366e-07,1.256467214716395e-07,6.8262426822229835e-09,1.7635517934877498e-08,2.1900463252677586e-05,0.1016850620508194,0.0085972007364034,6.36048789601773e-05,7.417599476866599e-07,3.080342594330432e-07,1.1033265856497111e-08,1.4007069694343954e-05,0.0001559006486786,5.854227765667019e-06,7.332905624934938e-07,9.929651412221577e-08,1.501322799413174e-07,4.198164305080354e-08,1.1728236131602898e-05,0.1849539875984192,0.008684666827321,2.223726141892257e-06,2.2521614084780603e-07,5.0398995199429926e-08,5.393917756890687e-09,1.1021419368262286e-06
313,0,test,0.1352517157793045,0.0113181229680776,0.056354321539402,0.0005611355300061,3.098958404734731e-05,0.0006321329274214,0.031692799180746,0.1129930019378662,0.0259670577943325,0.0037383525632321,0.0002652026596479,6.413545634131879e-05,5.501358373294352e-06,0.0251146424561738,0.0413532517850399,0.0412867330014705,0.009047039784491,9.863503510132432e-05,3.0926828912924975e-05,3.6566852941177785e-06,0.0741192549467086,7.009940600255504e-05,1.905333010654431e-05,3.4486402000766248e-06,3.375555763796001e-07,6.856094358909104e-09,2.1990027576634933e-08,1.188175974675687e-05,0.040401566773653,0.0012426709290593,6.018405838403851e-05,2.716320750550949e-06,2.8977883204106547e-08,1.256980208808045e-08,7.406995337078115e-06,3.572383138816804e-05,7.777657629048917e-06,7.004846906966122e-07,3.474627163768673e-08,5.0847766885908654e-08,4.2320721149735625e-08,1.7639020370552316e-05,0.1535843759775161,0.0551327802240848,6.273260623856913e-06,8.30323330092142e-08,3.520896996178635e-08,5.140372572043361e-09,2.925990258972888e-07
314,1,test,0.4096167981624603,0.0264529008418321,0.1005474328994751,0.0032106423750519,0.0001953192986547,0.0007367211510427,0.0058522489853203,0.2986343502998352,0.1151325851678848,0.0150652835145592,0.0016515486640855,0.0006323592970147,0.0001451993302907,0.00142541853711,0.2107069492340088,0.2448828071355819,0.0495790317654609,0.003321667201817,0.0004481335054151,0.0001094056206056,0.0004363494808785,0.000105299448478,2.609408147691284e-05,2.666602449608036e-05,2.2145411548990523e-06,1.1525239074217097e-07,3.689328593736718e-07,4.148719199292827e-06,0.4804393351078033,0.0320734418928623,3.1694769859313965e-05,9.200539921039308e-07,5.125855295773363e-07,2.8064972568131452e-08,5.014633188693551e-06,6.481080345110968e-05,8.48072704684455e-06,5.258797045826213e-06,2.0356682739475218e-07,1.6596460739037869e-07,4.3892278256407735e-08,6.205805220815819e-07,0.4209981560707092,0.0413581766188144,7.844974788895342e-06,6.364524551827344e-07,1.2200032983855638e-07,6.906089478064814e-09,6.536239652632503e-06
315,1,test,0.0528061278164386,0.0063371462747454,0.0440238267183303,0.0029730128590017,5.551072899834253e-05,0.0007120989030227,0.0082953907549381,0.0270352810621261,0.0325891077518463,0.0041357311420142,0.000476551183965,0.0003061100724153,2.378133558522677e-06,0.0013792761601507,0.0125858196988701,0.0649104043841362,0.0093810549005866,0.0002973190858028,0.000190363076399,6.6663737925409805e-06,0.0007894439622759,3.3588934456929564e-05,2.9601877031382173e-05,1.7868847862700932e-05,3.325943680465571e-07,3.904904843921032e-08,3.346862342823442e-08,2.281387196489959e-06,0.0462766513228416,0.0050351177342236,3.7890345993218943e-05,2.1165855912386178e-07,8.69444420459331e-07,1.0023814667192711e-08,1.2707891983154695e-05,4.234671359881759e-05,7.119822112144902e-05,1.6664955182932317e-05,8.572851015742344e-07,9.479041409576894e-07,6.674858354926982e-08,2.9670387448277324e-05,0.1009876281023025,0.0465972423553466,3.3217253076145425e-05,7.207694352473482e-07,3.260034588947747e-07,6.673195773743146e-09,6.71745192448725e-06
316,1,test,0.0324131362140178,0.0014586932957172,0.0430714860558509,0.002692308044061,3.153261786792427e-05,0.0011002748506143,0.0167690552771091,0.049406673759222,0.0357588715851306,0.0016535893082618,0.0010533632012084,0.0001433452707715,3.6689805256173713e-06,0.0080318199470639,0.0975347980856895,0.1127486526966095,0.0186051316559314,0.0042755496688187,0.0004073088930454,8.677380719745997e-06,0.0052214981988072,5.199548468226567e-05,3.5617415505839745e-06,3.174147423123941e-06,1.5763646388222696e-06,7.877738461559147e-09,2.3469157284239373e-08,2.392571514064912e-05,0.0742101445794105,0.0010670892661437,1.0426871995150576e-05,5.693823368346784e-08,8.61014299857743e-08,9.059903383068502e-10,3.866362476401264e-06,6.106081127654761e-05,9.27435849007452e-06,8.074467814367381e-07,1.774259743569928e-07,1.551372861285927e-07,5.0214890023880815e-09,2.4790630050119944e-05,0.3487296998500824,0.0403391420841217,6.940990715520456e-06,3.9393464135173417e-07,5.299754590737393e-08,1.8774555243794566e-09,1.6552816077819443e-06
317,1,test,0.1767745018005371,0.0257842577993869,0.1616834700107574,0.0052978307940065,4.15659997088369e-05,0.0006989956600591,0.0097869439050555,0.2124559134244918,0.0334024503827095,0.0112692797556519,0.0011484735878184,0.0001292569068027,1.7217069398611784e-05,0.002846194198355,0.1627106964588165,0.0744037181138992,0.0264947991818189,0.0029545456636697,0.000138139759656,2.923236388596706e-05,0.0011770430719479,6.209457933437079e-05,5.618459908873774e-06,4.577198524202686e-06,1.8792974287862307e-06,2.7689292636523533e-08,2.6520012852415675e-08,6.56210841043503e-06,0.4732219576835632,0.0332690253853797,3.742943590623327e-05,5.665760340889392e-07,1.759071892593056e-07,3.309664720063665e-08,0.0001170860195998,0.0001256843679584,1.8992519471794367e-05,7.150983947212808e-06,4.90131185415521e-07,4.5561336037280853e-07,1.4445363127890689e-08,3.4353895898675546e-05,0.4040210247039795,0.0442764610052108,9.013602721097412e-06,1.0082897006213898e-06,6.708101807362254e-08,4.27581747786121e-09,4.899898613075493e-06
318,1,test,0.1477729678153991,0.011671551503241,0.0592737905681133,0.0049885218031704,7.673166692256927e-05,0.0012395707890391,0.0070466357283294,0.1039384752511978,0.0384627804160118,0.0125372242182493,0.0011550872586667,0.0001383182971039,1.1295041076664347e-05,0.0070667462423443,0.105671539902687,0.0677734389901161,0.0141173126175999,0.0024762186221778,0.0001003908691927,2.111120920744725e-05,0.0066232457756996,9.084387420443818e-05,1.6497040633112192e-05,8.777854418440256e-06,3.321748636153643e-06,9.35479320673949e-08,3.2160290430738314e-08,7.761657343507977e-07,0.5144312381744385,0.027614714577794,9.410489292349666e-05,5.4583688324783e-07,3.656239186966559e-07,5.5028134937629154e-08,1.36307116918033e-05,9.948080696631224e-05,1.4523036043101456e-05,8.466172403132077e-06,3.14031012749183e-07,3.71206510862976e-07,1.4898472677771224e-08,3.293653662694851e-06,0.3168028593063354,0.0754277631640434,9.676713489170652e-06,6.34280013400712e-07,3.7994535517782424e-08,3.217413890865828e-09,1.0458445558469975e-06
319,1,test,0.1084630638360977,0.0074635273776948,0.0583497807383537,0.0025113511364907,3.639769420260564e-05,0.0005422586109489,0.0030101193115115,0.088583618402481,0.0864209830760955,0.0089361313730478,0.0010211933404207,0.0003204735403414,2.1884045054321177e-05,0.0022494425065815,0.1195586249232292,0.0901662930846214,0.0176748018711805,0.0019913003779947,7.15539645170793e-05,2.210276215919293e-05,0.0062570860609412,1.6206699001486413e-05,1.2198252079542726e-05,1.4635591014666716e-06,4.742987869121862e-07,1.5809293429924764e-08,2.00982768205904e-08,2.1675641619367525e-06,0.156633123755455,0.0096710715442895,5.52400088054128e-05,5.661598265760404e-07,4.346166804225504e-07,6.048686174153772e-08,5.504512955667451e-06,7.745827315375209e-05,3.94673079426866e-05,4.81217057313188e-06,5.786851602351817e-07,4.575070704504469e-07,5.3939977817663034e-08,1.4796548384765629e-05,0.1746990233659744,0.0777526423335075,2.5528992409817874e-05,8.24846324576356e-07,1.7131559104655025e-07,2.281871580578354e-08,5.221106221142691e-06
320,1,test,0.169527918100357,0.0250906348228454,0.1514849066734314,0.0048268060199916,3.844287130050361e-05,0.0006949890521354,0.0084441797807812,0.21156707406044,0.037304226309061,0.0115208374336361,0.0013098361669108,0.0001211288326885,1.938613786478527e-05,0.0033491570502519,0.1859282702207565,0.0646892413496971,0.0247554685920476,0.0032260147854685,9.050774679053576e-05,3.229163485229947e-05,0.0047579822130501,6.212362495716661e-05,4.754150268126978e-06,4.479406470636604e-06,1.4098586689215151e-06,2.7515092426710908e-08,2.1323584675769783e-08,7.19538957127952e-06,0.495970219373703,0.0278425216674804,4.873643410974182e-05,9.714485713629983e-07,2.357241157824319e-07,6.210334646539195e-08,0.0001548556756461,0.0001463259977754,1.4483815903076902e-05,6.364452019624878e-06,3.650684732292575e-07,2.1805138317176898e-07,1.0607772438220309e-08,1.792195689631626e-05,0.3994956910610199,0.0464628301560878,9.570337169861888e-06,8.663209314363485e-07,8.102642112817193e-08,4.678208487263191e-09,2.89800409518648e-05
321,0,test,0.2032762914896011,0.063191644847393,0.0700364857912063,0.000597495236434,0.0002238265442429,5.520723425433971e-05,0.0524994023144245,0.4442267715930938,0.1759440004825592,0.0545495301485061,0.0013562318636104,7.967338024172932e-05,0.0001140095846494,0.0129620349034667,0.3073067665100097,0.2319509387016296,0.0535100400447845,0.0023802951909601,4.479203198570758e-05,2.102762846334372e-05,0.0107852537184953,4.71193743578624e-05,3.6111364352109376e-06,3.5457451303955168e-06,1.8822574077148602e-07,5.1975078463328834e-08,3.6044838225279822e-09,2.3643892177460657e-07,0.1184232160449028,0.0107791386544704,2.5896761144394983e-05,2.567531396380218e-07,4.5332765097327865e-08,1.1060937943341289e-08,6.6842872001871e-06,0.0001778401783667,2.234336170658935e-05,1.0994803233188575e-05,2.2919837761037345e-07,3.125834666661831e-07,1.1704113234145552e-08,1.6943841956162942e-06,0.2166081666946411,0.0530780665576458,2.603712800919311e-06,1.334296939603519e-07,5.209734865729842e-09,3.085394162383181e-09,1.606456862646155e-06
322,0,test,0.2900448441505432,0.0330399684607982,0.0877149775624275,0.0025139783974736,0.0001685677998466,6.528000085381791e-05,0.008597164414823,0.313024491071701,0.1157141849398613,0.0247742850333452,0.0048207230865955,4.878443360212259e-05,7.522448140662163e-05,0.0005178967257961,0.1757969111204147,0.1309670060873031,0.0406365059316158,0.0046236258931458,7.271217327797785e-05,2.663684426806867e-05,0.0001632565108593,7.518435450037941e-05,7.342782737396192e-06,6.956888682907447e-06,5.753078085035668e-07,3.1287878954344706e-08,1.8856116668075632e-08,4.226486271363683e-05,0.4427964985370636,0.0362790748476982,1.7573327568243258e-05,1.661657194063082e-07,2.1376987291432676e-08,1.5289046473299095e-08,7.093355179677019e-06,0.0001573016343172,1.0859527719730975e-05,4.311061729822541e-06,2.792501163639827e-07,3.657771685539047e-07,3.104141610421607e-09,6.103060513851233e-05,0.4013799130916595,0.0761269479990005,4.663720119424397e-06,5.483936433847703e-07,1.3449624525208035e-08,1.824916573411884e-08,8.491392691212241e-07
323,0,test,0.0942752361297607,0.0071507496759295,0.0418921746313571,0.0013154128100723,1.71607007359853e-05,0.0004387095395941,0.008701940998435,0.0501827076077461,0.0105155725032091,0.0034879290033131,0.000555905920919,0.0001091256199288,7.231637937366031e-06,0.004962314851582,0.0602447055280208,0.0277683213353157,0.0123052187263965,0.0004734529356937,3.480023951851763e-05,3.995614861196373e-06,0.0091984989121556,3.952980841859244e-05,3.606230393415899e-06,8.843847467687738e-07,2.808303349866037e-07,5.9389360984596364e-08,2.8555447784128773e-08,1.528571556264069e-05,0.3074491322040558,0.0217672418802976,3.119876782875508e-05,4.538887310445716e-07,5.938167646490911e-07,6.5033356477783855e-09,1.7147976905107498e-06,0.0002302655193489,1.842894562287256e-05,4.816215096070664e-06,1.78017955931864e-07,7.654679166080314e-07,6.499884364075116e-08,2.937989847850986e-06,0.2652732729911804,0.0288836881518363,2.687191681616241e-06,4.121696974834777e-07,2.927718334433393e-08,3.529224690268506e-09,2.1230375750747044e-06
324,0,test,0.0650368854403495,0.0093106497079133,0.030875951051712,0.0001268675987375,9.850346032180823e-06,0.0002207829529652,0.0050814026035368,0.1467208713293075,0.0470850318670272,0.0179294534027576,0.0001849575492087,3.840467616100796e-05,7.687706784054171e-06,0.007497482933104,0.1087280735373497,0.0657541155815124,0.0471450574696064,8.76116391737014e-05,3.0641862394986674e-05,4.604138666763902e-06,0.0008717279997654,6.950165698071942e-05,3.793637733906508e-05,1.8689424905460328e-05,2.5356362698403245e-07,9.149652413498188e-08,1.4358329636365852e-08,3.999064938398078e-05,0.4636810719966888,0.1470873355865478,0.0001449288538424,6.836318107161787e-07,2.873785547308217e-07,1.8955754299554428e-08,6.021896842867136e-05,0.0001695680402917,7.36114179744618e-06,6.044194378773682e-06,3.586410173284094e-07,1.1825281376331986e-07,8.686150465564425e-08,7.714372259215452e-06,0.1857742071151733,0.079640008509159,9.580818186805118e-06,1.6391777535318397e-07,6.341278435684218e-08,1.9831544406656576e-08,1.9787761630141176e-05
325,0,test,0.051281239837408,0.0128950169309973,0.0373886786401271,0.0013449549442157,0.0001275003014598,0.0004511765728238,0.046080645173788,0.0181546527892351,0.052100908011198,0.0099096223711967,0.0013426501536741,0.0004981507081538,2.2410167730413377e-05,0.0043410868383944,0.0335904248058795,0.1036325767636299,0.0111443577334284,0.0007086571422405,8.611215162090957e-05,1.0779371223179623e-05,0.0027077142149209,6.067010690458119e-05,4.928069756715559e-06,7.516075015701063e-07,5.566993195316172e-07,5.1215231167134334e-08,1.9993535715912003e-08,1.028806650538172e-06,0.010193602181971,0.0125228567048907,4.091084520041477e-06,6.928038942533021e-08,5.149348680788535e-07,7.591446582466688e-09,1.158417853730498e-05,1.930907637870405e-05,2.0200789094815264e-06,2.7882259701073053e-07,4.9605269225594384e-08,5.8478956788121656e-08,1.0717297271867212e-08,6.04559909334057e-06,0.3010183870792389,0.0210718549787998,2.013510993492673e-06,6.058238568584784e-07,3.8676606806120624e-08,9.013251478506844e-09,9.074389708985107e-06
