uid,stance,set,distilbert-base-uncased_but,distilbert-base-uncased_while,distilbert-base-uncased_although,distilbert-base-uncased_though,distilbert-base-uncased_yet,distilbert-base-uncased_still,bert-base-uncased_but,bert-base-uncased_while,bert-base-uncased_although,bert-base-uncased_though,bert-base-uncased_yet,bert-base-uncased_still,bert-large-uncased_but,bert-large-uncased_while,bert-large-uncased_although,bert-large-uncased_though,bert-large-uncased_yet,bert-large-uncased_still,roberta-base_but,roberta-base_although,roberta-base_though,roberta-base_while,roberta-base_yet,roberta-base_still,xlm-roberta-base_although,xlm-roberta-base_while,xlm-roberta-base_but,xlm-roberta-base_though,xlm-roberta-base_still,xlm-roberta-base_yet,roberta-large_while,roberta-large_but,roberta-large_although,roberta-large_though,roberta-large_yet,roberta-large_still,xlm-roberta-large_although,xlm-roberta-large_while,xlm-roberta-large_but,xlm-roberta-large_though,xlm-roberta-large_yet,xlm-roberta-large_still
456,0,test,0.0033919061534106,0.0018779159290716,0.0006753099733032,0.0005351825384423,7.202519191196188e-05,4.197631824354177e-07,0.0069534755311906,0.0011616040719673,0.0007568765431642,0.0001266620965907,8.519200491718948e-06,1.3781091467990336e-07,0.0102361207827925,0.0007416159496642,0.0003910729428753,9.301482350565492e-05,5.129088094690815e-05,1.6711455828044564e-06,7.78493813413661e-06,2.4545235532968945e-07,1.0878209621978385e-07,4.124860808474296e-08,2.0841428067797096e-06,5.229726980360283e-07,0.000724438810721,1.8779583399464173e-07,1.3202317859395409e-05,6.147589601823711e-07,3.836799805867486e-06,4.1646939052952803e-07,2.855632033060829e-07,9.227632290276231e-06,5.775537488261762e-07,2.850364637652092e-07,8.979131052910816e-06,3.2185921554628294e-06,0.0016889290418475,1.9923129457311006e-06,9.054360816662664e-06,2.212299705206533e-06,2.165716495028392e-08,1.7638158169575036e-06
457,0,test,0.027666836977005,0.0082632070407271,0.0038874559104442,0.0011405602563172,0.0002169705549022,2.434283885577315e-07,0.020801780745387,0.0062849344685673,0.00164330820553,0.0003817862889263,7.66966404626146e-05,4.312504131576134e-07,0.0358856245875358,0.0075654024258255,0.0018644445808604,0.0004938298370689,0.0002539616543799,5.463726665766444e-06,3.296476643299684e-05,1.513732286184677e-06,5.801292672913405e-07,5.42285590654501e-07,2.08691581065068e-05,3.375214419065742e-06,0.0026985751464962,1.287327222598833e-06,3.9598526200279593e-05,2.900184654208715e-06,1.2919961136503844e-06,1.4035349522600882e-06,3.3741000606823945e-06,4.451001132110832e-06,2.575175983565714e-07,1.0997931099154813e-07,1.033610533340834e-05,1.231804503731837e-06,0.0066206571646034,2.556054460001178e-05,3.2991603802656755e-05,5.539697667700239e-06,5.483440190801048e-07,5.218222440817044e-07
458,0,test,0.0212010778486728,0.0045007755979895,0.0029822010546922,0.0018677947809919,0.0001701692090136,5.315724251886422e-07,0.0322880074381828,0.0044459379278123,0.0034229895099997,0.0010054212762042,8.159935532603413e-05,2.1741157070209738e-06,0.0614986233413219,0.0011651458917185,0.0008074748911894,0.0002019423700403,4.217755486024544e-05,9.05261913430877e-07,9.99756775854621e-06,7.624502700309677e-07,2.469614628353156e-07,1.1321792925400589e-07,4.275733772374224e-06,8.377354561162065e-07,0.0012441566213965,4.401597664127621e-07,2.832223435689229e-05,1.6411663636972662e-06,7.743123546788411e-07,5.839244749950012e-07,6.377450745276292e-07,5.4399457440013066e-05,3.597860086301808e-06,1.440473965885758e-06,6.113191921031103e-05,6.41434041881439e-07,0.0022094356827437,1.4914111261532526e-06,1.230462294188328e-05,2.564473106758669e-06,6.437701358663617e-07,3.173076095208671e-07
459,0,test,0.0069464338012039,0.0465920493006706,0.0043581267818808,0.002500255824998,0.0013012677663937,2.4844318886607653e-06,0.0064734350889921,0.0052954219281673,0.0016920971684157,0.0005911318585276,0.0001013576693367,4.5868878828514426e-07,0.003337173955515,0.0125796943902969,0.0009936619317159,0.0002900563413277,0.0032121853437274,2.273427162435837e-05,3.006789938808652e-06,1.7779659629013622e-06,7.712749834354327e-07,4.0658087527845055e-06,2.408505963558128e-07,1.7334669255575363e-09,0.0020883583929389,1.208601679536514e-05,3.855650447803782e-06,3.1375525395560544e-06,2.7991231377200165e-07,1.1547336953299236e-06,2.0569916614476824e-06,1.5157240795815596e-06,1.03570664578001e-05,2.3272250473382883e-06,7.84687654231675e-06,7.265615664664439e-08,0.0025712675414979,1.1628880201897118e-05,2.0068684989382746e-06,7.155686944315676e-06,4.737040342206457e-07,2.470495452655541e-08
460,0,test,0.0025875060819089,0.0042557325214147,0.0005776769830845,0.0003280481323599,9.557328303344548e-05,4.520481695635681e-07,0.0022582730744034,0.0027311283629387,0.0002589093055576,4.041804277221672e-05,1.552077810629271e-05,2.352899031166089e-07,0.0064820763655006,0.0030010298360139,0.0002121882862411,5.983692972222343e-05,8.625815826235339e-05,3.6297619772085454e-06,1.4946835108275993e-05,6.60687589970621e-07,1.4486678878711245e-07,5.366851496546587e-07,2.2776168407290243e-05,5.217099996457365e-08,0.000913803873118,5.476877959154081e-06,8.031126526475418e-06,1.5012928997748531e-06,1.8638087340150378e-07,1.698752924994551e-07,1.9331578187120613e-06,2.2196520149009306e-05,7.990769518073648e-06,3.44572686117317e-06,3.509748466967721e-06,1.7017794107232478e-07,0.0027234514709562,7.13280996933463e-06,2.7153884730068967e-05,1.0670306437532416e-05,5.635074558085762e-07,4.0932924605385785e-08
461,0,test,0.024967323988676,0.0062847058288753,0.0081792203709483,0.0020404299721121,9.714054613141344e-05,1.105812117430105e-07,0.0021179008763283,0.0015753688057884,0.0007293224334716,0.0001391297846566,7.552188617410138e-05,4.615235411620233e-07,0.0019419991876929,0.0063986093737185,0.0006021672743372,0.0001104516122722,0.000550067750737,5.084246822661953e-06,6.13182273809798e-05,9.988898455048911e-06,2.283795765833929e-06,9.159040018857922e-06,4.947432898916304e-06,1.3473150772824738e-07,0.0030687085818499,7.154710601753322e-06,2.1906800611759536e-05,7.271013600984588e-06,5.494655397342285e-07,4.666189283852873e-07,2.054645119642373e-05,5.6444769143126905e-05,1.2512975445133634e-05,4.9020027290680446e-06,1.2408973816491198e-05,6.845775715191849e-07,0.0119284680113196,3.8178175600478426e-05,8.775713467912283e-06,2.6023239115602337e-05,4.218352955831506e-07,6.84452970745042e-07
462,1,test,0.0028514883015304,0.0006365919834934,0.0009398969705216,0.0004551518650259,8.620950393378735e-05,2.051760077392828e-07,0.0037183279637247,0.0009859304409474,0.0007287008920684,0.0001966332347365,0.0001198980098706,6.98626251960377e-07,0.0037963194772601,0.0027513995300978,0.0004074326425325,0.0001340403978247,6.946602661628276e-05,2.7423168376117246e-06,1.4249087598727783e-06,3.999856801328861e-07,1.622083800612018e-07,8.175612720151548e-07,8.1029356806539e-06,5.3363031327080535e-08,0.0008655012934468,1.0436140200908994e-06,2.668471324795973e-06,2.4247358396678464e-06,3.346919754676492e-07,2.926248043877422e-07,2.3938989670568844e-06,1.8921557511930589e-06,9.533320621812892e-07,5.031839123148529e-07,8.724768122192472e-06,1.2395707926771138e-06,0.0005940378177911,2.318805627510301e-06,6.079710601625266e-07,9.991450724555762e-07,1.3077017229079502e-06,1.9483871938064112e-07
463,0,test,0.003148760413751,0.0001121774184866,0.0002672963310033,0.0002006043796427,0.0003973788698203,1.243874885403784e-05,0.0100707272067666,0.0017088532913476,0.0003882914606947,0.0001031230931403,0.0001443485525669,1.3356119552554446e-06,0.0316827967762947,0.0032079794909805,0.0006610623095184,0.0002137173578375,0.0009454774553887,1.647158023843076e-05,4.557921329251258e-06,2.6240222723572515e-06,6.979460636102885e-07,8.621492497695726e-07,1.392404556099791e-05,1.345977267419585e-07,0.0027711312286555,6.344815233205736e-07,5.107064134790562e-05,7.650218321941793e-06,1.4697333483582042e-07,1.5766312344567268e-07,3.0309367957670474e-06,2.0049321847182e-06,1.199114763039688e-06,3.42683051712811e-07,4.812901806872105e-06,1.33332136442732e-07,0.0003561490157153,1.330018221779028e-06,1.9504533099734545e-07,5.50862807813246e-07,3.313502361379506e-07,3.6888142318503014e-08
464,1,test,0.0021380463149398,0.0085140438750386,0.0030105873011052,0.0019826323259621,1.1817526683444156e-05,2.0457806115814492e-08,0.0008279858739115,0.0008331550052389,0.0004956274060532,0.0001186177469207,4.920588253298774e-06,2.6310519984917853e-08,0.0002074742660624,0.0001624590804567,2.385299922025297e-05,6.392004252120387e-06,1.3812212273478508e-05,4.420206494160084e-07,1.1879898238476017e-06,6.969626156205777e-07,1.3471775162088306e-07,2.7273765681457007e-06,1.5639780031051489e-06,4.880875081880731e-08,0.0029674510005861,8.963583013610332e-07,1.8984449070558185e-06,1.558309577376349e-06,1.9763940883876785e-07,1.6637318367429549e-07,5.659379098688078e-07,1.5949856546626506e-08,3.2150595075108874e-08,9.168705794593281e-09,5.730646535084816e-07,1.4739259768248308e-07,0.0004057394980918,1.8119351352652304e-06,3.92702418139379e-07,6.800137271056883e-07,9.692399771665805e-07,1.778913798489157e-07
465,1,test,0.0028992486186325,0.0076246671378612,0.000596304947976,0.000660162360873,1.7766284145182e-05,9.75411538206572e-08,0.0050605838187038,0.0017382557271048,0.0004684297891799,0.0001107001880882,8.721277481527068e-06,1.154704136752116e-07,0.0010333351092413,0.0022912514396011,8.065543079283088e-05,1.0691158422559964e-05,3.316632501082495e-05,1.2897390888610971e-06,9.59546014200896e-06,4.094142411759094e-07,2.524017190808081e-07,3.383280727575766e-06,1.8330858438275754e-05,1.8876467322570534e-07,0.0005607365746982,3.046622850888525e-06,3.944819127355004e-06,5.800137614642153e-07,4.01776873104609e-07,3.976735740707227e-07,7.794127668603323e-06,2.0452303033380304e-06,7.497251317545306e-07,1.4912446033576998e-07,5.27096233327029e-07,1.0496359692524493e-07,0.0006945047643966,5.8693635764939245e-06,1.467143647460034e-06,9.307180448558938e-07,8.143967420437548e-07,2.14349697102989e-07
466,1,test,0.0107533475384116,0.003950404934585,0.0003457249840721,0.000246063718805,1.855004666140303e-05,1.7636764937378757e-07,0.0066187530755996,0.0012112789554521,0.0003062616160605,7.704237941652536e-05,1.0572248356766067e-05,2.132774739038723e-07,0.0034960706252604,0.0011595881078392,6.182850484037772e-05,2.3638702259631827e-05,7.303805887204362e-06,9.142944463746973e-07,4.974319381290115e-06,2.037777306895805e-07,8.934974005114783e-08,1.2352944622762152e-07,7.387624918919755e-06,1.201214126922423e-05,0.0008270987309515,5.835740921611432e-07,3.656975877674995e-06,1.433119791727222e-06,2.4514415031262615e-07,1.1360669560644965e-07,1.458282099520147e-06,3.1850369850872084e-05,6.876570068925503e-07,2.72931714562219e-07,2.452650051054661e-06,9.96441599454556e-07,0.0002864888811018,3.2618327168165706e-06,1.911536401166813e-06,5.432303851193865e-07,9.20162008810621e-08,2.2580282177386842e-07
467,0,test,0.0046894373372197,0.020406475290656,0.0022461952175945,0.0016493765870109,8.879087545210496e-05,1.0973095498911789e-07,0.0124880280345678,0.0119308857247233,0.0006654189783148,0.0001697469706414,3.12672091240529e-05,2.912901777563093e-07,0.003453955752775,0.000462250696728,7.767243369016796e-05,2.228727134934161e-05,0.0002419469237793,1.7284025943808956e-06,1.318136310146656e-05,1.0586609278107062e-06,3.518021287618467e-07,1.278438844565244e-06,2.9808111321472097e-06,4.562150195397409e-07,0.0020216763950884,1.4277142099672346e-06,3.067118086619302e-06,1.963745717148413e-06,1.219222326653835e-06,1.4640745575889014e-06,1.310760580963688e-06,6.563298029504949e-06,3.628828721957689e-07,2.670631999990292e-07,1.5234894590321346e-06,4.017810226741858e-07,0.0006511833053082,1.7254764316021465e-05,1.4553154869645368e-05,2.280483613503748e-06,3.9345954405689554e-07,2.9737523732364934e-07
468,0,test,0.0105857597663998,0.0050121727399528,0.0010256571695208,0.0007942749653011,0.0001249367924174,2.890520818255027e-07,0.0036914185620844,0.0019562023226171,0.0001164931090897,4.777763388119638e-05,1.3261337699077558e-05,9.566168301944344e-08,0.0010954728350043,0.0008499444229528,3.2776337320683524e-05,1.1998391528322829e-05,1.7041087630786933e-05,7.697970545450517e-07,1.2939924090460408e-05,7.248272595461458e-07,3.44142421226934e-07,2.1999178443365963e-06,1.585438076290302e-05,1.664499336584413e-06,0.0006085674394853,5.775281124442699e-07,7.081183412083192e-06,1.8916707631433385e-06,2.073360974463867e-06,1.026728796205134e-06,6.375044904416427e-06,6.536988621519413e-06,3.262430823269824e-07,1.447385642450172e-07,6.147902240627445e-06,1.0709280786613815e-06,0.0012645666720345,1.454701032344019e-05,1.953143146238289e-05,1.8994086303791848e-06,2.21171305270218e-07,9.229896136275784e-07
469,0,test,0.0071472264826297,0.0028257437516003,0.0009999161120504,0.0003357517998665,0.0001294209796469,2.580783018402144e-07,0.0301521718502044,0.0016494103474542,0.0008074481156654,0.000168163984199,5.007102663512342e-05,2.4920419150475936e-07,0.2639328241348266,0.0005663063493557,0.0005931498017162,0.0003213290474377,0.0002764389500953,1.8847525780074648e-06,2.121533361787442e-05,3.055290278553003e-07,9.280498147745676e-08,5.274137038213667e-07,1.3000214948988289e-06,1.383289691148093e-05,0.000400164106395,2.6852399059862364e-06,6.702247446810361e-06,1.2403210121192387e-06,2.1421474230010062e-06,5.718855504710518e-07,5.240223117652931e-07,1.0964104149024934e-05,1.249795786861796e-07,6.357377912991069e-08,1.5168823210842677e-06,5.025634095545684e-07,0.0008322458015754,3.272423327871365e-06,7.042911875032587e-06,1.6833300833241085e-06,4.1052469867963743e-08,7.868165425861662e-07
470,0,test,0.003866774495691,0.009091324172914,0.0009372549247927,0.0005813247407786,2.2432695914176293e-05,1.7440335398077877e-07,0.0051321242935955,0.0011320393532514,0.0009065141784958,0.0001173405689769,1.2517085451690946e-05,1.765875481396506e-07,0.0040949736721813,0.0013196531217545,0.0006973631680011,0.0001237593096448,0.0001232013455592,3.0085627713560825e-06,4.575234015646856e-06,3.034638893950614e-06,6.778094530091039e-07,1.80932499915798e-06,6.724871127516963e-06,1.3723539268539753e-05,0.0011700514005497,1.2729532272715003e-06,3.2183963867282728e-06,6.8945234943385e-07,7.247047051350819e-06,3.835671577689936e-06,1.5444480823134654e-06,9.594232324161569e-07,3.597638453811669e-07,1.7097428894885525e-07,1.889736580551471e-07,3.080278929701308e-07,0.0008302210480906,4.96282564199646e-06,7.34300385829556e-07,1.48802018884453e-06,2.491164821094572e-07,5.50448305602913e-07
471,1,test,0.0542536899447441,0.0001940613001352,0.0013274291995912,0.0017707091756165,0.0001977643114514,3.035415261365415e-07,0.0038356313016265,0.0001966891431948,0.00040235708002,0.0001621573901502,9.319291166320909e-06,1.2885431033282657e-07,0.0019147633574903,7.244319567689672e-05,9.589543333277106e-05,4.018293839180842e-05,6.194899015099509e-06,3.747292112166178e-07,5.752277502324432e-06,7.807858537489665e-07,4.175444985321519e-07,5.404940139897008e-08,2.890839277824853e-05,7.22715014944697e-07,0.0004711408691946,1.9648950910777785e-08,7.094271950336406e-06,5.1318079385964666e-06,1.2845364949498617e-07,1.1099999142061281e-07,6.629262117030521e-08,6.896794729982503e-06,9.76093588178628e-07,3.511548243295693e-07,2.5390696123395173e-07,8.132956708095662e-08,0.0001144284615293,2.1199114996761642e-07,2.9234684006951284e-06,1.0900350844167406e-06,8.382897362935182e-07,3.704283244587714e-07
472,0,test,0.0009856893448159,0.0074530965648591,0.0003598633047658,0.0002232319529866,3.348067548358813e-05,1.239625220250673e-07,0.0005040619871579,0.0003901924355886,7.346810161834583e-05,1.1500511391204782e-05,1.0766139894258233e-05,9.058523176008748e-08,0.0014265046920627,0.0014962791465222,0.0001314743130933,2.483060052327346e-05,1.9235956642660312e-05,4.747084858536256e-07,8.920338586904109e-06,1.1275649285380496e-06,2.794450324472564e-07,6.074272732803365e-06,8.206324309867341e-06,1.2053166642544966e-07,0.0004435629234649,1.741713276715018e-06,1.8881901269196533e-06,6.456082246586448e-07,2.56604835158214e-07,4.686906152073789e-07,1.6546464394195937e-06,4.521205596574873e-07,2.630002313708246e-07,1.2289387996133885e-07,2.256217840113095e-06,2.647603594141401e-07,0.0007224204018712,5.597993549599778e-06,3.07183859149518e-06,1.0978368436553865e-06,2.836527812632994e-07,7.261611045805695e-08
473,0,test,0.0288539435714483,0.0053472123108804,0.0088982544839382,0.0032402742654085,3.918899165000767e-05,7.497968113057142e-08,0.0117787849158048,0.003375767963007,0.0026897406205534,0.0006147436797618,3.192076474078931e-05,2.4492567263223464e-07,0.0024763657711446,0.0015805237926542,0.0004286683397367,8.538304973626509e-05,0.0001027985490509,2.711567503865808e-06,2.2627232283412013e-06,5.661686941493826e-07,1.872916612910558e-07,2.480366845247773e-07,3.426007651796681e-06,7.329172717618349e-07,0.0005506764864549,1.3420097957350665e-06,9.916260751197116e-06,2.8772994937753538e-06,9.210201028508892e-07,5.731585588364396e-07,3.657929141809291e-07,7.406632107631594e-07,1.2765527799274423e-06,2.3046169417284545e-07,2.13060434361978e-06,2.0217288465573802e-07,0.0005125104798935,4.705119408754399e-06,1.932996610776172e-06,1.7886230807562242e-06,2.292674707859988e-07,1.8032585558103165e-07
474,1,test,0.0045580849982798,0.0045408168807625,0.0012513168621808,0.0007810251554474,5.047159720561467e-05,2.350681853613424e-07,0.0010431073606014,0.0010702704312279,0.0002766037359833,6.222417141543701e-05,1.4404879948415328e-05,1.533331470682242e-07,0.0018651244463399,0.0028052101843059,0.000243782356847,7.949554128572345e-05,8.764856465859339e-05,2.417689984213212e-06,2.302464417880401e-05,6.946195753698703e-06,2.481352794347913e-06,7.001410267548636e-06,2.2933681975700893e-06,1.5874096703782925e-08,0.001637763925828,6.838416993559804e-06,1.5748034911666764e-06,1.797199615793943e-06,1.172740326182975e-06,1.187582938655396e-06,2.114065318892244e-05,1.0873390010601724e-06,6.437946922233095e-07,4.3697136220544053e-07,1.7011549289236427e-06,1.6230605126565933e-07,0.0023134257644414,4.181117765256204e-05,2.968317858176306e-06,1.5774362509546336e-06,2.2104055119598345e-07,5.8574826766744095e-08
475,1,test,0.0021185767836868,0.009008077904582,0.0012979235034435,0.0007553258328698,5.547950422624126e-05,6.873437286003536e-08,0.0043129720725119,0.0016258161049336,0.0006936797872185,0.0001381328766001,0.000128516650875,3.893639473062649e-07,0.004623360466212,0.005212063435465,0.0003773194621317,7.853515853639692e-05,0.0003698162618093,3.42602265845926e-06,4.6649320211145096e-06,1.0089623856401886e-06,2.0406251621807322e-07,4.788820206158562e-06,5.70269048694172e-06,4.0102435150402016e-08,0.0005937200621701,2.714929678404588e-06,1.76333946910745e-06,2.76463396176041e-07,5.018609385842865e-07,7.799557693033421e-07,2.559624590503517e-06,3.723973804881098e-07,3.313409138172574e-07,1.1147920986331887e-07,1.3067921145193395e-06,8.112505156532279e-08,0.0027275816537439,5.689142199116759e-06,1.7613722320675151e-06,2.680439138202928e-06,8.860375260155706e-07,1.1683449940846913e-07
476,0,test,0.0088138543069362,0.0057889888994395,0.0027097018901258,0.001900699455291,0.0001451181742595,1.67819948160286e-07,0.011988821439445,0.005872257053852,0.0017394963651895,0.0002651454124134,0.0001447094837203,3.552554233010597e-07,0.0065703853033483,0.0062427283264696,0.0011342538055032,0.0001792800758266,0.0005103162257,2.874776782846311e-06,3.2060302146419417e-06,8.177735253411811e-07,2.7234705157752614e-07,1.1485161621749285e-06,5.916123427596176e-06,2.3111221381100225e-08,0.0018073947867378,8.330304808623623e-06,2.418734220555052e-05,6.721914360241499e-06,2.499803599675943e-07,6.382887818290328e-07,8.146070285874885e-06,1.968286824194365e-06,1.263329522771528e-06,5.188354066376633e-07,5.21102538186824e-06,1.0049103593701149e-07,0.0044061299413442,3.831819049082696e-05,4.794766937266104e-06,6.300270342762815e-06,1.058328166436695e-06,6.86447947373381e-08
477,0,test,0.0045620370656251,0.0039862943813204,0.001155930920504,0.0004480274510569,3.240131263737567e-05,7.333301255130209e-08,0.0035458414349704,0.0013874635333195,0.0003844751918222,0.0001021064963424,3.5311048122821376e-05,2.220800041641269e-07,0.0016200571553781,0.001032120315358,7.553889736300334e-05,2.698896605579648e-05,0.00012197932665,3.127921900158981e-06,1.094603976525832e-05,4.409781695358106e-07,1.2617763900379941e-07,3.346759513078723e-06,1.2377680832287297e-05,1.4284572671385831e-06,0.0005244259955361,2.526069010855281e-06,2.3677960143686505e-06,8.680117389303632e-07,2.1181098475153706e-07,7.725762429799944e-08,4.014184924017172e-06,9.6068179118447e-06,6.592416070816398e-07,3.11755513848766e-07,1.6597720104982727e-06,4.488088336529472e-07,0.0012466352200135,1.7429110812372528e-05,1.500816233601654e-05,6.210369974724017e-06,9.15145719204702e-08,3.301820470369421e-07
478,1,test,0.0003561022749636,0.0034189878497272,0.0002100298297591,0.0002455081848893,0.0002006463619181,1.5075409010023577e-07,0.000263868831098,0.0007497679325751,0.0001764283515512,3.426581315579824e-05,3.438241401454434e-05,2.500057405541156e-07,0.0012095380807295,0.0036099788267165,0.0002050738985417,6.201244104886428e-05,4.565385461319238e-05,1.2064042493875604e-06,3.471804177479498e-08,1.3919042807231108e-08,4.394062891321937e-09,1.064184047550043e-07,2.491392251613433e-06,1.1386742215790946e-08,0.0002144494501408,8.520899541508697e-07,1.9946962481753877e-07,1.0159114793850677e-07,9.429265901417241e-08,4.508326867380674e-08,2.035598214433776e-07,1.4984266272222158e-08,3.71843000834815e-08,5.568580707659976e-09,1.475206772738602e-06,1.0830409991058333e-07,0.0001547811989439,6.616999144171132e-06,1.7932795515207545e-07,6.249450166251336e-07,5.000078431294241e-07,1.30611098825284e-07
479,1,test,0.0031487138476222,0.0039736567996442,0.0004933546879328,0.0004432902496773,0.0002460386021994,3.867335749419e-07,0.0015825078589841,0.0005189944640733,8.523534779669717e-05,4.136596908210777e-05,2.469087303325068e-05,1.2033862617499838e-07,0.0013523574452847,0.0005822979728691,6.70156950945966e-05,3.470397859928198e-05,5.017902731196955e-05,1.0535678711676155e-06,5.78319941269001e-07,5.9192519330508744e-08,2.0045673565505243e-08,5.646980412166158e-07,1.8717979628490864e-06,3.542832473613089e-06,0.0001563688565511,2.495362707577442e-07,3.571865931917273e-07,1.2009201100227074e-07,2.161205827633239e-07,1.0197525313060397e-07,2.2815966360667522e-07,5.1010385249128376e-08,3.636062118062e-08,1.231194612927311e-08,1.972423888219055e-06,7.824867225281196e-07,0.0001347400684608,9.184190048472374e-07,1.660594222130385e-07,7.352812190219993e-07,1.1363344043502368e-07,3.813773901129025e-07
480,1,test,0.00020267952641,0.0016142294043675,9.618920012144372e-05,0.0001009908446576,4.091249866178259e-05,1.7075664970889193e-07,0.0026568011380732,0.0086554139852523,0.0007508072303608,0.000172184430994,1.0529080327614793e-06,2.1180262876896453e-08,0.0057218470610678,0.0046758600510656,0.0001972363243112,7.596121577080339e-05,1.4598170992030646e-06,2.989369818351406e-07,1.0679490287657243e-06,2.230972455663505e-07,3.8194311713368734e-08,1.1539113984326832e-06,8.20873447082704e-06,1.7933961089511286e-06,0.0004016649618279,1.7990020069191814e-06,5.602292389994545e-07,8.512609639410584e-08,5.523469894797017e-07,8.071534125519975e-07,2.4712426238693297e-06,7.696224315623112e-07,3.761414575365052e-07,1.072426414339134e-07,1.211167727888096e-06,3.052805368497502e-07,0.00028122367803,1.8662911315914243e-05,2.420554665150121e-06,8.458299589619855e-07,6.503720442196936e-07,5.238600238044455e-07
481,1,test,0.0038077300414443,0.0114262085407972,0.0007733058882877,0.00075638666749,0.0006900543230585,7.122271767912025e-07,0.0018792295595631,0.0032359042670577,0.0002308440743945,4.7659064875915647e-05,3.843838203465566e-05,4.956808083989017e-07,0.0012743205297738,0.0024687931872904,8.497235830873251e-05,2.8886190193588845e-05,0.0001049490019795,2.2949302547203843e-06,1.970696757780388e-06,1.0918468262843817e-07,4.096003181075503e-08,1.828242147894344e-06,1.0219227988272904e-05,1.090481802634713e-07,0.0001882912038126,1.0281703453074442e-06,1.352071649307618e-06,2.863743304715172e-07,2.22846082920114e-07,1.4853642937850966e-07,8.991461868390616e-07,1.838232464024259e-07,7.683470215624767e-08,2.5945380954794928e-08,2.9185338235038216e-07,9.118713251154986e-08,0.000145278769196,4.026525857625529e-06,2.988904270750936e-07,4.817077865482133e-07,7.885284958319971e-07,1.444356882984721e-07
482,1,test,0.0019429754465818,0.0119675742462277,0.001955343177542,0.0020712087862193,0.0003083912597503,2.984522495808051e-07,0.0029098466038703,0.0014510884648188,0.0004910867428407,0.0001800130266929,0.0001785833155736,1.1071044809796149e-06,0.001533136004582,0.0018516957061365,0.0002157564449589,8.220560994232073e-05,0.0006014358368702,4.08819778385805e-06,1.92509287444409e-06,2.439957995648001e-07,9.865732408798068e-08,1.311417690885719e-06,3.8117179883556673e-06,5.3438007796557954e-08,0.0007792803808115,1.6885666127564036e-06,1.6798417163954582e-06,9.398395377502312e-07,3.086257720497088e-07,1.4135747505861218e-06,9.817903219300206e-07,1.625194272492081e-07,2.3030568740978202e-07,1.0201407008025853e-07,9.164153880192316e-07,4.303959997287166e-07,0.0001290156942559,7.63383695812081e-07,1.4387778435320797e-07,3.571525439838297e-07,1.5819541658856906e-06,6.86558365714518e-08
483,1,test,0.0022280279081314,0.0047303568571805,0.0008479963289573,0.0007349730003625,8.303944014187437e-06,1.977160906108111e-07,0.002699052914977,0.0018574403366073,0.0005070366896688,0.0001633663050597,3.1389361083711265e-06,2.7784434308841813e-08,0.001000553369522,0.0017493757186457,8.874070772435516e-05,2.740138552326244e-05,2.7833029889734465e-05,4.371769364297506e-07,1.83072427262232e-06,1.184738351867054e-07,5.58324160238044e-08,1.6761454162406153e-06,1.4937668311176822e-05,8.844753551784379e-07,0.0006101535400375,4.525611814187869e-07,5.145731392985908e-06,6.18377271166537e-07,1.04651655874477e-06,1.511209234195121e-06,2.793454996208311e-07,4.9264730961340326e-08,3.984636620657511e-08,1.2754867384501269e-08,1.7545664832141483e-06,1.1404161170958105e-07,0.0003212833835277,4.5380998017208185e-06,1.215987481373304e-06,1.6811495697766077e-06,7.563498343188257e-07,2.3981783670024015e-07
484,1,test,0.0023962368723005,0.006047133821994,0.0011015895288437,0.0010111824376508,0.0009947036160156,3.364122278526338e-07,0.0079497247934341,0.0035220270510762,0.0012723120162263,0.0003473269171081,0.0001811188849387,4.279995948763826e-07,0.0042716795578598,0.0039842831902205,0.000613568641711,0.0001713547680992,0.0002395008341409,3.445018364800489e-06,7.212563559733098e-07,5.7349975435272433e-08,3.13204751023477e-08,6.328916697384557e-07,1.563783189340029e-05,2.236586624349002e-06,0.0002772347652353,5.518513148672355e-07,1.3970890222481105e-06,3.113452464731381e-07,7.133136250558891e-07,1.1269445394646027e-06,7.853789725231763e-07,1.583436812779837e-07,6.774055094638244e-08,3.6779496781491616e-08,8.886880209502124e-07,7.123804266484512e-07,0.0004846915544476,3.9772230593371205e-06,1.1896230489583104e-06,1.7197487522935262e-06,9.544278327666689e-07,2.828233505169919e-07
485,0,test,0.0192058589309453,0.0050535760819911,0.0029973145574331,0.002006919356063,0.0002251392725156,3.96874042962736e-07,0.0362140201032161,0.0074252006597816,0.0030217042658478,0.0008874593768268,4.132350659347139e-05,3.27138423017459e-07,0.0758437365293502,0.0031771927606314,0.0027068948838859,0.0008308394462801,0.0001609840401215,1.1839750868603003e-06,7.3350579441466834e-06,4.954964083481173e-07,2.746571965417388e-07,8.34123312642987e-08,4.788048499904107e-06,9.162977789856086e-07,0.0013263857690617,3.426256967031805e-07,2.192752253904473e-05,8.220731615438126e-07,2.6429111699144414e-07,1.015158545669692e-06,1.757807126523403e-07,2.6956886358675547e-05,2.122943442373071e-06,8.651305734019843e-07,4.939989230479114e-05,2.4690173177077668e-06,0.0012696881312876,1.5288196664187126e-06,1.0192923582508229e-05,1.7544125512358733e-06,3.832824972960225e-07,1.987798867730817e-07
